DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-05_beckymcclain8_638,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
638 - DIABETES W CC,250067,CLAY COUNTY MEDICAL CENTER,835 MEDICAL CENTER DR,WEST POINT,MS,39773,MS - Tupelo,21,9655.09,4930,4070.57,917,USCGeocoder,124.9953,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3984.86933870276,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.6185282496737,-88.6623571939869,Exact,TwoThousandTen,79120,,,92331,1,48500,4084,4,9501.00,025,28,1,ResidenceStreetAddress,835,,,MEDICAL CENTER,DR,,,,,,WEST POINT,MS,39773,,,,,,,,,,,,,,,,,,835,,,MEDICAL CENTER,DR,,,,,,WEST POINT,MS,39773,,,,,,,,,,,,747-899,,,Medical Center,Dr,,,,West Point,MS,39773,,,,,,,,,,4,Clay,3984.87,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,607670395,,,,,,0
638 - DIABETES W CC,250069,RUSH FOUNDATION HOSPITAL,1314 19TH AVE,MERIDIAN,MS,39301,MS - Meridian,20,12847.7,5003.1,4328.7,918,USCGeocoder,187.4949,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2389.97073137792,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.3700034762774,-88.6977284096645,Exact,TwoThousandTen,46640,,,91080,1,32940,2000,2,0107.00,075,28,1,ResidenceStreetAddress,1314,,,19TH,AVE,,,,,,MERIDIAN,MS,39301,,,,,,,,,,,,,,,,,,1314,,,19TH,AVE,,,,,,MERIDIAN,MS,39301,,,,,,,,,,,,1300-1398,,,19th,Ave,,,,Meridian,MS,39301,,,,,,,,,,2,Lauderdale,2389.97,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,194911,,,,,,0
638 - DIABETES W CC,250072,CENTRAL MISSISSIPPI MEDICAL CENTER,1850 CHADWICK DR,JACKSON,MS,39204,MS - Jackson,21,30997.09,5021.66,4214.61,919,USCGeocoder,109.3782,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4525.32234288492,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.2865945304096,-90.2537169946016,Exact,TwoThousandTen,36000,3560,,91701,0,27140,2027,2,0110.01,049,28,1,ResidenceStreetAddress,1850,,,CHADWICK,DR,,,,,,JACKSON,MS,39204,,,,,,,,,,,,,,,,,,1850,,,CHADWICK,DR,,,,,,JACKSON,MS,39204,,,,,,,,,,,,1850-1700,,,Chadwick,Dr,,,,Jackson,MS,39204,,,,,,,,,,3,Hinds,4525.32,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,611221714,,,,,,0
638 - DIABETES W CC,250077,WAYNE GENERAL HOSPITAL,950 MATTHEW DR,WAYNESBORO,MS,39367,MS - Hattiesburg,24,5212.45,4822,4053.08,920,USCGeocoder,93.7518,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,14056.7865064144,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,31.6750965083864,-88.6358317029045,Exact,TwoThousandTen,78360,,,91431,,,5003,5,9502.00,153,28,1,ResidenceStreetAddress,950,,,MATTHEW,DR,,,,,,WAYNESBORO,MS,39367,,,,,,,,,,,,,,,,,,950,,,MATTHEW,DR,,,,,,WAYNESBORO,MS,39367,,,,,,,,,,,,900-998,,,Matthew,Dr,,,,Waynesboro,MS,39367,,,,,,,,,,2,Wayne,14056.79,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,639489117,,,,,,0
638 - DIABETES W CC,250078,FORREST GENERAL HOSPITAL,6051 US HIGHWAY 49,HATTIESBURG,MS,39404,MS - Hattiesburg,43,12538.55,5110.44,3945.97,921,USCGeocoder,109.3704,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.3786982248521,FeatureClassBased,ReturnAll,,AddressPoint,,,1,31.3185724,-89.3301308,Relaxed,TwoThousandTen,31020,3285,,90162,0,25620,2015,2,0007.00,035,28,1,ResidenceStreetAddress,6051,,,49,,,,,,,HATTIESBURG,MS,39404,,,,,,,,,,,,US,,,,,US,6051,,,49,,,,,,,HATTIESBURG,MS,39404,,,,,,,,,,,,6051,,,49,,,,,hattiesburg,MS,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,58622,,,HWY,,,0
638 - DIABETES W CC,250082,DELTA REGIONAL MEDICAL CENTER,1400 E UNION ST,GREENVILLE,MS,38704,TN - Memphis,26,22052.8,5406.15,4540.3,922,USCGeocoder,140.6226,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1822.56101762986,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.4099079228292,-91.0364789180303,Relaxed,TwoThousandTen,29180,,,93636,1,24740,1035,1,0012.00,151,28,1,ResidenceStreetAddress,1400,,E,UNION,ST,,,,,,GREENVILLE,MS,38704,,,,,,,,,,,,,,,,,,1400,,E,UNION,ST,,,,,,GREENVILLE,MS,38704,,,,,,,,,,,,1656-1200,,E,Union,St,,,,Greenville,MS,38701,,,,,,,,,,5,Washington,1822.56,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,1153593,,,,,,0
638 - DIABETES W CC,250094,WESLEY MEDICAL CENTER,5001 W HARDY ST,HATTIESBURG,MS,39402,MS - Hattiesburg,11,31375.45,8725.72,3662.45,923,USCGeocoder,62.4016,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,93.1952662721894,FeatureClassBased,ReturnAll,,AddressPoint,,,1,31.3261186,-89.3664569,Relaxed,TwoThousandTen,31020,3285,,90333,0,25620,3060,3,0203.02,073,28,1,ResidenceStreetAddress,5001,,W,HARDY,ST,,,,,,HATTIESBURG,MS,39402,,,,,,,,,,,,,,,,,,5001,,W,HARDY,ST,,,,,,HATTIESBURG,MS,39402,,,,,,,,,,,,5001,,,HARDY,ST,,,,hattiesburg,MS,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,69947,,,,,,0
638 - DIABETES W CC,250096,CROSSGATES RIVER OAKS HOSPITAL,350 CROSSGATES BLVD,BRANDON,MS,39042,MS - Jackson,15,20458.2,4613.26,3403,924,USCGeocoder,93.7749,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3347.73856350384,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.2865082299132,-90.0359635474841,Exact,TwoThousandTen,08300,3560,,92763,0,27140,4007,4,0202.08,121,28,1,ResidenceStreetAddress,350,,,CROSSGATES,BLVD,,,,,,BRANDON,MS,39042,,,,,,,,,,,,,,,,,,350,,,CROSSGATES,BLVD,,,,,,BRANDON,MS,39042,,,,,,,,,,,,332-406,,,Crossgates,Blvd,,,,Brandon,MS,39042,,,,,,,,,,4,Rankin,3347.74,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,639482278,,,,,,0
638 - DIABETES W CC,250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,215 MARION AV BOX 1307,MCCOMB,MS,39649,MS - Jackson,19,8406.68,5170.36,4467.21,925,USCGeocoder,124.9976,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3097.12772982377,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,31.252145913771,-90.4724956805554,Relaxed,TwoThousandTen,43280,,,92727,1,32620,2041,2,9504.00,113,28,1,ResidenceStreetAddress,215,,,MARION,AVE,,,,,,MCCOMB,MS,39649,,,,,,,,,,,,,,,,,,215,,,MARION,AVE,,,,,,MCCOMB,MS,39649,,,,,,,,,,,,205-399,,,Marion,Ave,,,,McComb,MS,39648,,,,,,,,,,4,Pike,3097.13,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,639488399,,,,,,0
638 - DIABETES W CC,250099,GREENWOOD LEFLORE HOSPITAL,1401 RIVER RD / PO BOX 1410,GREENWOOD,MS,38930,MS - Jackson,32,14482.71,5410.4,4704.9,926,USCGeocoder,140.6463,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5680.33280298454,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.5181589426721,-90.201073913206,Exact,TwoThousandTen,29340,,,90378,1,24900,3009,3,9507.00,083,28,1,ResidenceStreetAddress,1401,,,RIVER,RD,,UNIT,/,,,GREENWOOD,MS,38930,,,,,,,,,,,,,,,,,,1401,,,RIVER,RD,,UNIT,/,,,GREENWOOD,MS,38930,,,,,,,,,,,,1499-1401,,,River,Rd,,,,Greenwood,MS,38930,,,,,,,,,,1,Leflore,5680.33,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,1055417,,,,,,0
638 - DIABETES W CC,250100,BAPTIST MEM HOSP/GOLDEN TRIANGLE INC,2520 5TH ST N,COLUMBUS,MS,39701,MS - Tupelo,15,11901.93,4970.33,4144.46,927,USCGeocoder,140.6272,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1958.96702419821,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.5257742838988,-88.4289690156454,Relaxed,TwoThousandTen,15380,,,91134,1,18060,3005,3,0009.00,087,28,1,ResidenceStreetAddress,2520,,,5TH,ST,N,,,,,COLUMBUS,MS,39701,,,,,,,,,,,,,,,,,,2520,,,5TH,ST,N,,,,,COLUMBUS,MS,39701,,,,,,,,,,,,2508-2520,,,5th,St,N,,,Columbus,MS,39705,,,,,,,,,,2,Lowndes,1958.97,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,610588971,,,,,,0
638 - DIABETES W CC,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,JACKSON,MS,39202,MS - Jackson,48,18115.62,4292.66,3499.22,928,USCGeocoder,93.673,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2752.03425594561,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.3150310946978,-90.1784390870855,Exact,TwoThousandTen,36000,3560,,93177,0,27140,2011,2,0016.00,049,28,1,ResidenceStreetAddress,1225,,N,STATE,ST,,,,,,JACKSON,MS,39202,,,,,,,,,,,,,,,,,,1225,,N,STATE,ST,,,,,,JACKSON,MS,39202,,,,,,,,,,,,1227-1299,,N,State,St,,,,Jackson,MS,39202,,,,,,,,,,5,Hinds,2752.03,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,65371139,,,,,,0
638 - DIABETES W CC,250104,ANDERSON REGIONAL MEDICAL CENTER,2124 14 ST,MERIDIAN,MS,39301,MS - Meridian,17,9709.11,4303.64,3374.11,929,USCGeocoder,156.2514,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1776.57563681999,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.370888102329,-88.6986230203269,Exact,TwoThousandTen,46640,,,91080,1,32940,4036,4,0004.00,075,28,1,ResidenceStreetAddress,2124,,,14,ST,,,,,,MERIDIAN,MS,39301,,,,,,,,,,,,,,,,,,2124,,,14,ST,,,,,,MERIDIAN,MS,39301,,,,,,,,,,,,2124-2000,,,14th,St,,,,Meridian,MS,39301,,,,,,,,,,2,Lauderdale,1776.58,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,194868,,,,,,0
638 - DIABETES W CC,250122,NATCHEZ COMMUNITY HOSPITAL/SWING BED,129 JEFFERSON DAVIS BLVD BOX 1203,NATCHEZ,MS,39120,MS - Jackson,15,24144.26,4704.33,4180.93,930,USCGeocoder,93.7276,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2207.07739351446,LinearInterpolationAddressRange,StreetSegment,84.5731191885038,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,31.5634082074792,-91.4039566213691,Relaxed;Soundex,TwoThousandTen,50440,,,90009,1,35020,2009,2,0007.00,001,28,1,ResidenceStreetAddress,129,,,JEFFERSON DAVIS,BLVD,,,,,,NATCHEZ,MS,39120,,,,,,,,,,,,,,,,,,129,,,JEFFERSON DAVIS,BLVD,,,,,,NATCHEZ,MS,39120,,,,,,,,,,,,199-101,,,Jefferson,St,,,,Natchez,MS,39120,,,,,,,,,,1,Adams,2207.08,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,79846763,,,,,,0
638 - DIABETES W CC,250126,NORTH OAK REGIONAL MEDICAL CENTER,401 GETWELL DR,SENATOBIA,MS,38668,TN - Memphis,12,14317.33,5698,4948.66,931,USCGeocoder,78.1265,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5350.3881638261,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,34.6253818165919,-89.9563636411779,Exact,TwoThousandTen,66440,,,92835,0,32820,3054,3,9504.00,137,28,1,ResidenceStreetAddress,401,,,GETWELL,DR,,,,,,SENATOBIA,MS,38668,,,,,,,,,,,,,,,,,,401,,,GETWELL,DR,,,,,,SENATOBIA,MS,38668,,,,,,,,,,,,401-499,,,Getwell,Dr,,,,Senatobia,MS,38668,,,,,,,,,,4,Tate,5350.39,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,608118127,,,,,,0
638 - DIABETES W CC,250141,BAPTIST MEMORIAL HOSPITAL DESOTO,7601 SOUTHCREST DR,SOUTHAVEN,MS,38671,TN - Memphis,34,15919.26,5278.08,4187.17,932,USCGeocoder,109.3933,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,26457.1768477745,LinearInterpolationAddressRange,StreetSegment,94.0828402366864,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,34.9697692803972,-89.9966236436811,Relaxed,TwoThousandTen,69280,4920,,90891,0,32820,2001,2,0705.22,033,28,1,ResidenceStreetAddress,7601,,,SOUTHCREST,DR,,,,,,SOUTHAVEN,MS,38671,,,,,,,,,,,,,,,,,,7601,,,SOUTHCREST,DR,,,,,,SOUTHAVEN,MS,38671,,,,,,,,,,,,7501-7699,,,Southcrest,Pkwy,,,,Southaven,MS,38671,,,,,,,,,,2,DeSoto,26457.18,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,,,tlid,91851097,,,,,,0
638 - DIABETES W CC,260001,ST JOHN'S REGIONAL MEDICAL CENTER,2817 ST JOHNS BLVD,JOPLIN,MO,64801,MO - Joplin,23,23495.13,4810.69,3877.82,933,USCGeocoder,93.7463,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3375.94019911808,LinearInterpolationAddressRange,StreetSegment,78.1065088757396,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.1139544962499,-94.4928572109682,Relaxed;Soundex,TwoThousandTen,37592,3710,,37610,0,27900,1034,1,0102.00,097,29,1,ResidenceStreetAddress,2817,,,SAINT JOHNS,BLVD,,,,,,JOPLIN,MO,64801,,,,,,,,,,,,,,,,,,2817,,,SAINT JOHNS,BLVD,,,,,,JOPLIN,MO,64801,,,,,,,,,,,,2701-2899,,,Saint Charles,Ave,,,,Joplin,MO,64801,,,,,,,,,,Joplin,Jasper,3375.94,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,66158364,,,,,,0
638 - DIABETES W CC,260005,SSM ST JOSEPH HEALTH CENTER,300 1ST CAPITOL DR,SAINT CHARLES,MO,63301,MO - St. Louis,16,13878.18,4916.5,4244.37,934,USCGeocoder,124.9983,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,72.3668639053254,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.780517,-90.4838358,Relaxed;Soundex,TwoThousandTen,,1740,,43026,0,41180,1094,1,3105.02,183,29,1,ResidenceStreetAddress,300,,,1ST CAPITOL,DR,,,,,,SAINT CHARLES,MO,63301,,,,,,,,,,,,,,,,,,300,,,1ST CAPITOL,DR,,,,,,SAINT CHARLES,MO,63301,,,,,,,,,,,,300,,,FIRST CAPITOL,DR,,,,ST CHARLES,MO,63301,,,,,,,,,,,St Charles,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1529449,,,,,,0
638 - DIABETES W CC,260006,HEARTLAND REGIONAL MEDICAL CENTER,5325 FARAON STREET,SAINT JOSEPH,MO,64506,MO - Kansas City,33,13522.57,5982.45,5062.09,935,USCGeocoder,93.7591,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.7722952,-94.7705663,Relaxed,TwoThousandTen,64550,7000,,77236,0,41140,1052,1,0007.01,021,29,1,ResidenceStreetAddress,5325,,,FARAON,ST,,,,,,SAINT JOSEPH,MO,64506,,,,,,,,,,,,,,,,,,5325,,,FARAON,ST,,,,,,SAINT JOSEPH,MO,64506,,,,,,,,,,,,5325,,,FARAON,ST,,,,ST JOSEPH,MO,64506,,,,,,,,,,,Buchanan,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,99530,,,,,,0
638 - DIABETES W CC,260009,BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,SEDALIA,MO,65302,MO - Columbia,15,12029.06,4428,3530.93,936,USCGeocoder,218.7614,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2429.68450614477,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.6991022465698,-93.2215922041121,Relaxed,TwoThousandTen,66440,,,66458,1,42740,3042,3,4805.00,159,29,1,ResidenceStreetAddress,601,,E,14TH,ST,,,,,,SEDALIA,MO,65302,,,,,,,,,,,,,,,,,,601,,E,14TH,ST,,,,,,SEDALIA,MO,65302,,,,,,,,,,,,635-601,,E,14th,St,,,,Sedalia,MO,65301,,,,,,,,,,Sedalia,Pettis,2429.68,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,54716200,,,,,,0
638 - DIABETES W CC,260011,ST MARYS HEALTH CENTER,100 ST MARYS MEDICAL PLAZA,JEFFERSON CITY,MO,65101,MO - Columbia,16,15132.31,4248,3296.87,937,USCGeocoder,109.3803,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5791844,-92.1828276,Exact,TwoThousandTen,37000,,,36764,0,27620,1005,1,0105.00,051,29,1,ResidenceStreetAddress,100,,,SAINT MARYS MEDICAL,PLZ,,,,,,JEFFERSON CITY,MO,65101,,,,,,,,,,,,,,,,,,100,,,SAINT MARYS MEDICAL,PLZ,,,,,,JEFFERSON CITY,MO,65101,,,,,,,,,,,,100,,,SAINT MARYS MEDICAL,PLZ,,,,JEFFERSON CITY,MO,65101,,,,,,,,,,,Cole,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,764045,,,,,,0
638 - DIABETES W CC,260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 W 10TH ST,ROLLA,MO,65401,MO - St. Louis,12,15909.66,5977.5,5133.83,938,USCGeocoder,265.6209,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1301.94382242711,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.9515159420531,-91.7866724190816,Exact,TwoThousandTen,62912,,,62930,1,40620,2041,2,8904.00,161,29,1,ResidenceStreetAddress,1000,,W,10TH,ST,,,,,,ROLLA,MO,65401,,,,,,,,,,,,,,,,,,1000,,W,10TH,ST,,,,,,ROLLA,MO,65401,,,,,,,,,,,,1098-1000,,W,10th,St,,,,Rolla,MO,65401,,,,,,,,,,Rolla,Phelps,1301.94,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,45099034,,,,,,0
638 - DIABETES W CC,260020,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141,MO - St. Louis,34,22207.61,4856,3959.64,939,USCGeocoder,437.5142,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,95.8579881656805,FeatureClassBased,ReturnAll,,AddressPoint,,,2,38.6669926,-90.4438874,Relaxed,TwoThousandTen,17272,7040,,17290,0,41180,3012,3,2152.01,189,29,1,ResidenceStreetAddress,615,,,NEW BALLAS,RD,,,,,,SAINT LOUIS,MO,63141,,,,,,,,,,,,,,,,,,615,,,NEW BALLAS,RD,,,,,,SAINT LOUIS,MO,63141,,,,,,,,,,,,615,,N,NEW BALLAS,RD,,,,SAINT LOUIS,MO,63141,,,,,,,,,,,St Louis,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1951089,,,,,,0
638 - DIABETES W CC,260023,JEFFERSON REGIONAL MEDICAL CENTER,HWY 61 SOUTH,CRYSTAL CITY,MO,63019,MO - St. Louis,15,10111.73,4313.66,3636.6,940,USCGeocoder,46.8833,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,9605364.47573261,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,38.2286948720651,-90.3768363956811,Relaxed;Soundex,TwoThousandTen,17632,7040,,62179,0,41180,1002,1,7007.00,099,29,4,ResidenceZIP,,,,61,,S,,,,,CRYSTAL CITY,MO,63019,,,,,,,,,,,,HWY,,,,,HWY,,,,61,,S,,,,,CRYSTAL CITY,MO,63019,,,,,,,,,,,,,,,,,,,,,MO,63019,,,,,,,,,,,,9605364.48,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,63019,,,,,,0
638 - DIABETES W CC,260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,MO - Kansas City,29,30134.82,5396.58,4259.68,941,USCGeocoder,187.4971,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.0080451,-94.5577397,Exact,TwoThousandTen,38000,3760,,08686,0,28140,1000,1,0087.00,095,29,1,ResidenceStreetAddress,2316,,E,MEYER,BLVD,,,,,,KANSAS CITY,MO,64132,,,,,,,,,,,,,,,,,,2316,,E,MEYER,BLVD,,,,,,KANSAS CITY,MO,64132,,,,,,,,,,,,2316,,E,MEYER,BLVD,,,,KANSAS CITY,MO,64132,,,,,,,,,,,Jackson,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,908637,,,,,,0
