DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_beckykelley8_482,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210015,FRANKLIN SQUARE HOSPITAL CENTER,9000 FRANKLIN SQUARE DR,BALTIMORE,MD,21237,MD - Baltimore,23,14081,13255.3,11236.86,443,USCGeocoder,125.0253,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,99.7485207100592,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.3509497,-76.4810409,Relaxed,TwoThousandTen,68700,8872,,91204,0,12580,2025,2,4407.01,005,24,1,ResidenceStreetAddress,9000,,,FRANKLIN SQUARE,DR,,,,,,BALTIMORE,MD,21237,,,,,,,,,,,,,,,,,,9000,,,FRANKLIN SQUARE,DR,,,,,,BALTIMORE,MD,21237,,,,,,,,,,,,9000,,,FRANKLIN SQUARE,DR,,,,ROSEDALE,MD,21237,,,,,,,,,,,Baltimore,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,279457,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210017,GARRETT COUNTY MEMORIAL HOSPITAL,251 N FOURTH ST,OAKLAND,MD,21550,WV - Morgantown,14,14610.21,13733.5,12608.35,444,USCGeocoder,78.145,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.4132396,-79.4008144,Exact,TwoThousandTen,57650,,,90596,,,3011,3,0006.00,023,24,1,ResidenceStreetAddress,251,,N,FOURTH,ST,,,,,,OAKLAND,MD,21550,,,,,,,,,,,,,,,,,,251,,N,FOURTH,ST,,,,,,OAKLAND,MD,21550,,,,,,,,,,,,251,,N,4TH,ST,,,,OAKLAND,MD,21550,,,,,,,,,,,GARRETT,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1041386,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210018,MONTGOMERY GENERAL HOSPITAL INC,18101 PRINCE PHILIP DRIVE,OLNEY,MD,20832,MD - Takoma Park,15,13962.93,13125.2,12223.86,445,USCGeocoder,125.0053,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.1539455,-77.0540325,Exact,TwoThousandTen,58900,8872,13644,90704,0,47900,2004,2,7013.15,031,24,1,ResidenceStreetAddress,18101,,,PRINCE PHILIP,DR,,,,,,OLNEY,MD,20832,,,,,,,,,,,,,,,,,,18101,,,PRINCE PHILIP,DR,,,,,,OLNEY,MD,20832,,,,,,,,,,,,18101,,,PRINCE PHILIP,DR,,,,OLNEY,MD,20832,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2073759,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210019,PENINSULA REGIONAL MEDICAL CENTER,100 E CARROLL AVE,SALISBURY,MD,21801,MD - Salisbury,19,16794.36,15786.68,14836.78,446,USCGeocoder,93.7712,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1118.89320611383,LinearInterpolationAddressRange,StreetSegment,94.0828402366864,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.3632213888155,-75.5981875826571,Relaxed,TwoThousandTen,69925,,,91188,0,41540,1002,1,0004.00,045,24,1,ResidenceStreetAddress,100,,E,CARROLL,AVE,,,,,,SALISBURY,MD,21801,,,,,,,,,,,,,,,,,,100,,E,CARROLL,AVE,,,,,,SALISBURY,MD,21801,,,,,,,,,,,,170-100,,E,Carroll,St,,,,Salisbury,MD,21801,,,,,,,,,,13, Camden,Wicomico,1118.89,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,114470662,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210022,SUBURBAN HOSPITAL,8600 OLD GEORGETOWN RD,BETHESDA,MD,20814,DC - Washington,41,12887.92,12143.19,10930.73,447,USCGeocoder,125.0124,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.6331360946746,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.9973535,-77.1103925,Relaxed,TwoThousandTen,07125,8872,13644,90612,0,47900,1008,1,7046.00,031,24,1,ResidenceStreetAddress,8600,,,GEORGETOWN,RD,,,,,,BETHESDA,MD,20814,,,,,,OLD,,,,,,,,,,,,8600,,,GEORGETOWN,RD,,,,,,BETHESDA,MD,20814,,,,,,OLD,,,,,,8600,,,GEORGETOWN,RD,,,,BETHESDA,MD,20814,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2052669,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210023,ANNE ARUNDEL MEDICAL CENTER,2001 MEDICAL PARKWAY,ANNAPOLIS,MD,21401,DC - Washington,39,11008.41,10396.94,9026.1,448,USCGeocoder,250.0156,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,38.9905122,-76.5341668,Exact,TwoThousandTen,60325,8872,,90468,0,12580,1021,1,7027.01,003,24,1,ResidenceStreetAddress,2001,,,MEDICAL,PKWY,,,,,,ANNAPOLIS,MD,21401,,,,,,,,,,,,,,,,,,2001,,,MEDICAL,PKWY,,,,,,ANNAPOLIS,MD,21401,,,,,,,,,,,,2001,,,MEDICAL,PKWY,,,,ANNAPOLIS,MD,21401,,,,,,,,,,,anne arundel,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,119451,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210024,UNION MEMORIAL HOSPITAL,201 E UNIVERSITY PKY,BALTIMORE,MD,21218,MD - Baltimore,17,14238.47,13477.88,11419,449,USCGeocoder,156.2792,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.3292963,-76.6143208,Relaxed,TwoThousandTen,04000,8872,,90000,0,12580,2002,2,1202.02,510,24,1,ResidenceStreetAddress,201,,E,UNIVERSITY,PKWY,,,,,,BALTIMORE,MD,21218,,,,,,,,,,,,,,,,,,201,,E,UNIVERSITY,PKWY,,,,,,BALTIMORE,MD,21218,,,,,,,,,,,,201,,E,UNIVERSITY,PKWY,,,,baltimore,MD,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,717973,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210027,WESTERN MARYLAND REGIONAL MEDICAL CENTER,12500 WILLOWBROOK ROAD,CUMBERLAND,MD,21502,DC - Washington,27,15491.07,14561.51,13609.07,450,USCGeocoder,171.8836,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,39.6559489,-78.7311131,Exact,TwoThousandTen,21325,1900,,91928,0,19060,2089,2,0005.00,001,24,1,ResidenceStreetAddress,12500,,,WILLOWBROOK,RD,,,,,,CUMBERLAND,MD,21502,,,,,,,,,,,,,,,,,,12500,,,WILLOWBROOK,RD,,,,,,CUMBERLAND,MD,21502,,,,,,,,,,,,12500,,,WILLOWBROOK,RD,,,,CUMBERLAND,MD,21502,,,,,,,,,,,Allegany,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,9213,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210028,SAINT MARY'S HOSPITAL,PO BOX 527,LEONARDTOWN,MD,20650,DC - Washington,16,15964,15006.37,13890.37,451,USCGeocoder,62.5289,1,4.1,,,10,POBoxZIPCentroid,Success,LOCATION_TYPE_POST_OFFICE_BOX,Meters,ArealInterpolation,187953935.015711,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,38.2691418238015,-76.634353651395,Relaxed;Soundex,TwoThousandTen,,1900,,90256,1,30500,1013,1,8754.00,037,24,5,POBoxZIP,,,,,,,,,,,LEONARDTOWN,MD,20650,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEONARDTOWN,MD,20650,,,,,,,,,,,,,,,,,,,,,MD,20650,,,,,,,,,,,,187953935.02,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,20650,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,4940 EASTERN AVENUE,BALTIMORE,MD,21224,MD - Baltimore,12,17577.75,16523,15595.66,452,USCGeocoder,125.0193,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1705.18902068073,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.2872313754382,-76.5547198784673,Exact,TwoThousandTen,04000,8872,,90000,0,12580,1044,1,2605.01,510,24,1,ResidenceStreetAddress,4940,,,EASTERN,AVE,,,,,,BALTIMORE,MD,21224,,,,,,,,,,,,,,,,,,4940,,,EASTERN,AVE,,,,,,BALTIMORE,MD,21224,,,,,,,,,,,,4900-5018,,,Eastern,Ave,,,,Baltimore,MD,21224,,,,,,,,,,Baltimore,Baltimore,1705.19,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,640559581,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210033,CARROLL HOSPITAL CENTER,200 MEMORIAL AVE,WESTMINSTER,MD,21157,MD - Baltimore,12,14797.08,13909.33,12885,453,USCGeocoder,109.3701,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.5583704,-76.9902621,Relaxed,TwoThousandTen,,1900,,90576,0,12580,2043,2,5078.01,013,24,1,ResidenceStreetAddress,200,,,MEMORIAL,AVE,,,,,,WESTMINSTER,MD,21157,,,,,,,,,,,,,,,,,,200,,,MEMORIAL,AVE,,,,,,WESTMINSTER,MD,21157,,,,,,,,,,,,200,,,MEMORIAL,AVE,,,,carroll,MD,21157,,,,,,,,,,,Carroll,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,560376,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210037,MEMORIAL HOSPITAL AT EASTON,219 S WASHINGTON ST,EASTON,MD,21601,MD - Baltimore,22,13917.63,13082.63,12063.72,454,USCGeocoder,78.1307,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1350.38475197111,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.7700595601381,-76.075937943159,Exact,TwoThousandTen,24475,,,90080,1,20660,2003,2,9603.00,041,24,1,ResidenceStreetAddress,219,,S,WASHINGTON,ST,,,,,,EASTON,MD,21601,,,,,,,,,,,,,,,,,,219,,S,WASHINGTON,ST,,,,,,EASTON,MD,21601,,,,,,,,,,,,299-201,,S,Washington,St,,,,Easton,MD,21601,,,,,,,,,,1, Easton,Talbot,1350.38,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,68370585,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210043,BALTIMORE WASHINGTON  MEDICAL CENTER,301 HOSPITAL DR,GLEN BURNIE,MD,21061,MD - Baltimore,23,13552.91,12739.65,11763.65,455,USCGeocoder,265.6146,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,39.1382166,-76.6229242,Exact,TwoThousandTen,32650,8872,,90100,0,12580,2003,2,7305.02,003,24,1,ResidenceStreetAddress,301,,,HOSPITAL,DR,,,,,,GLEN BURNIE,MD,21061,,,,,,,,,,,,,,,,,,301,,,HOSPITAL,DR,,,,,,GLEN BURNIE,MD,21061,,,,,,,,,,,,301,,,HOSPITAL,DR,,,,GLEN BURNIE,MD,21061,,,,,,,,,,,anne arundel,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,156351,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210044,GREATER BALTIMORE MEDICAL CENTER,6701 NORTH  CHARLES STREET,BALTIMORE,MD,21204,MD - Baltimore,13,14290.15,13517.38,11665.07,456,USCGeocoder,125.0062,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.3899039,-76.6220869,Relaxed,TwoThousandTen,78425,8872,,90748,0,12580,1001,1,4906.05,005,24,1,ResidenceStreetAddress,6701,,N,CHARLES,ST,,,,,,BALTIMORE,MD,21204,,,,,,,,,,,,,,,,,,6701,,N,CHARLES,ST,,,,,,BALTIMORE,MD,21204,,,,,,,,,,,,6701,,N,CHARLES,ST,,,,TOWSON,MD,21204,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1623970,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210048,HOWARD COUNTY GENERAL HOSPITAL,5755 CEDAR LANE,COLUMBIA,MD,21044,MD - Baltimore,20,12738,11973.9,10908.1,457,USCGeocoder,109.3733,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.214293,-76.8858671,Exact,TwoThousandTen,19125,8872,,90420,0,12580,1027,1,6056.02,027,24,1,ResidenceStreetAddress,5755,,,CEDAR,LN,,,,,,COLUMBIA,MD,21044,,,,,,,,,,,,,,,,,,5755,,,CEDAR,LN,,,,,,COLUMBIA,MD,21044,,,,,,,,,,,,5755,,,CEDAR,LN,,,,Columbia,MD,21044,,,,,,,,,,,Howard,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1188677,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210049,UPPER CHESAPEAKE MEDICAL CENTER,500 UPPER CHESAPEAKE DRIVE,BEL AIR,MD,21014,MD - Baltimore,17,12559,11805.47,10882.64,458,USCGeocoder,78.0863,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.5196239,-76.3464424,Exact,TwoThousandTen,05550,8872,,90232,0,12580,2050,2,3035.01,025,24,1,ResidenceStreetAddress,500,,,UPPER CHESAPEAKE,DR,,,,,,BEL AIR,MD,21014,,,,,,,,,,,,,,,,,,500,,,UPPER CHESAPEAKE,DR,,,,,,BEL AIR,MD,21014,,,,,,,,,,,,500,,,UPPER CHESAPEAKE,DR,,,,BEL AIR,MD,21014,,,,,,,,,,,Harford,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1114826,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210054,SOUTHERN MARYLAND HOSPITAL CENTER,7503 SURRATTS RD,CLINTON,MD,20735,DC - Washington,11,18922.09,17786.9,17072.36,459,USCGeocoder,140.6524,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1555.97739310673,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.750249994026,-76.8794003050271,Exact,TwoThousandTen,17900,8872,47894,90800,0,47900,2044,2,8012.07,033,24,1,ResidenceStreetAddress,7503,,,SURRATTS,RD,,,,,,CLINTON,MD,20735,,,,,,,,,,,,,,,,,,7503,,,SURRATTS,RD,,,,,,CLINTON,MD,20735,,,,,,,,,,,,7517-7401,,,Surratts,Rd,,,,Clinton,MD,20735,,,,,,,,,,9, Surratts,Prince George's,1555.98,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,76386165,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,210057,SHADY GROVE ADVENTIST HOSPITAL,9901 MEDICAL CTR DR,ROCKVILLE,MD,20850,DC - Washington,15,12681.46,11920.6,10948.06,460,USCGeocoder,109.3809,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.0974426,-77.1968621,Exact,TwoThousandTen,,1900,13644,90796,0,47900,3020,3,7008.17,031,24,1,ResidenceStreetAddress,9901,,,MEDICAL CENTER,DR,,,,,,ROCKVILLE,MD,20850,,,,,,,,,,,,,,,,,,9901,,,MEDICAL CENTER,DR,,,,,,ROCKVILLE,MD,20850,,,,,,,,,,,,9901,,,MEDICAL CENTER,DR,,,,ROCKVILLE,MD,20850,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2031017,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,2138,MA - Boston,15,16174.53,11676.53,10788,461,USCGeocoder,140.6271,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2238.84358395787,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,42.3749023648529,-71.135298742902,Exact,TwoThousandTen,11000,1122,15764,11000,0,14460,2004,2,3542.00,017,25,1,ResidenceStreetAddress,330,,,MOUNT AUBURN,ST,,,,,,CAMBRIDGE,MA,02138,,,,,,,,,,,,,,,,,,330,,,MOUNT AUBURN,ST,,,,,,CAMBRIDGE,MA,02138,,,,,,,,,,,,330-356,,,Mount Auburn,St,,,,Cambridge,MA,02138,,,,,,,,,,Cambridge,Middlesex,2238.84,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,86867713,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,220008,STURDY MEMORIAL HOSPITAL,211 PARK STREET,ATTLEBORO,MA,2703,RI - Providence,12,22203,9897.58,8776.25,462,USCGeocoder,93.7362,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,41.9420818,-71.2749349,Exact,TwoThousandTen,02690,6480,,02690,0,39300,1007,1,6316.00,005,25,1,ResidenceStreetAddress,211,,,PARK,ST,,,,,,ATTLEBORO,MA,02703,,,,,,,,,,,,,,,,,,211,,,PARK,ST,,,,,,ATTLEBORO,MA,02703,,,,,,,,,,,,211,,,PARK,ST,,,,ATTLEBORO,MA,02703,,,,,,,,,,,BRISTOL,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1004119,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,220012,CAPE COD HOSPITAL,88 LEWIS BAY ROAD,HYANNIS,MA,2601,MA - Boston,16,20104.5,12748.87,11618.87,463,USCGeocoder,109.3939,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,41.6528393,-70.2746075,Exact,TwoThousandTen,03690,0740,,03690,0,12700,2006,2,0153.00,001,25,1,ResidenceStreetAddress,88,,,LEWIS BAY,RD,,,,,,HYANNIS,MA,02601,,,,,,,,,,,,,,,,,,88,,,LEWIS BAY,RD,,,,,,HYANNIS,MA,02601,,,,,,,,,,,,88,,,LEWIS BAY,RD,,,,HYANNIS,MA,02601,,,,,,,,,,,BARNSTABLE,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,610926,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,220033,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,1915,MA - Boston,20,16727.35,10623.25,9612.45,464,USCGeocoder,78.1507,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,95614.9293509573,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,42.5640571929687,-70.8754045350994,Exact,TwoThousandTen,05595,1122,37764,05595,0,14460,3029,3,2171.00,009,25,1,ResidenceStreetAddress,85,,,HERRICK,ST,,,,,,BEVERLY,MA,01915,,,,,,,,,,,,,,,,,,85,,,HERRICK,ST,,,,,,BEVERLY,MA,01915,,,,,,,,,,,,85,,,Herrick,St,,,,Beverly,MA,01915,,,,1790,,,,,,,Essex,95614.93,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,543596,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,220035,NORTH SHORE MEDICAL CENTER,81 HIGHLAND AVENUE,SALEM,MA,1970,MA - Boston,18,38666.22,11061.5,10065.94,465,USCGeocoder,46.8568,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,72072.4246959537,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,42.5107756124457,-70.9071173934011,Relaxed,TwoThousandTen,59105,1122,37764,59105,0,14460,2002,2,2047.01,009,25,1,ResidenceStreetAddress,81,,,HIGHLAND,AVE,,,,,,SALEM,MA,01970,,,,,,,,,,,,,,,,,,81,,,HIGHLAND,AVE,,,,,,SALEM,MA,01970,,,,,,,,,,,,81,,,Highland,Ave,,,,Peabody,MA,01970,,,,2714,,,,,,,Essex,72072.42,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,531014,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,220046,BERKSHIRE MEDICAL CENTER INC,725 NORTH STREET,PITTSFIELD,MA,1201,NY - Albany,24,25134.29,12163.5,11174.33,466,USCGeocoder,31.2529,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,28253.6483377703,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,42.4596549241206,-73.2493442765125,Exact,TwoThousandTen,53960,6320,,53960,0,38340,6003,6,9002.00,003,25,1,ResidenceStreetAddress,725,,,NORTH,ST,,,,,,PITTSFIELD,MA,01201,,,,,,,,,,,,,,,,,,725,,,NORTH,ST,,,,,,PITTSFIELD,MA,01201,,,,,,,,,,,,725,,,North,St,,,,Pittsfield,MA,01201,,,,4109,,,,,,,Berkshire,28253.65,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,214535,,,,,,0
