DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_beckykelley8_897,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310011,CAPE REGIONAL MEDICAL CENTER INC,TWO STONE HARBOR BLVD,CAPE MAY COURT,NJ,8210,NJ - Camden,13,22818.46,4062.3,3455.23,528,USCGeocoder,93.7562,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.0872254,-74.818061,Relaxed,TwoThousandTen,10300,6162,,45810,0,36140,3036,3,0211.00,009,34,1,ResidenceStreetAddress,2,,,STONE HARBOR,BLVD,,,,,,CAPE MAY COURT,NJ,08210,,,,,,,,,,,,,,,,,,2,,,STONE HARBOR,BLVD,,,,,,CAPE MAY COURT,NJ,08210,,,,,,,,,,,,2,,,STONE HARBOR,BLVD,,,,CAPE MAY COURT HOUSE,NJ,08210,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1289468,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,NJ,7450,NJ - Ridgewood,23,26828.04,4670.52,3555.91,529,USCGeocoder,78.1318,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.9832063,-74.1016639,Exact,TwoThousandTen,63000,5602,35644,63000,0,35620,2005,2,0471.00,003,34,1,ResidenceStreetAddress,223,,N,VAN DIEN,AVE,,,,,,RIDGEWOOD,NJ,07450,,,,,,,,,,,,,,,,,,223,,N,VAN DIEN,AVE,,,,,,RIDGEWOOD,NJ,07450,,,,,,,,,,,,223,,N,VAN DIEN,AVE,,,,RIDGEWOOD,NJ,07450,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,807343,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN,NJ,8103,NJ - Camden,14,37912.35,6938,6134,530,USCGeocoder,124.9971,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,28998.3165743724,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,39.941516527968,-75.1168039728382,Exact,TwoThousandTen,10000,6162,15804,10000,0,37980,1027,1,6104.00,007,34,1,ResidenceStreetAddress,1,,,COOPER,PLZ,,,,,,CAMDEN,NJ,08103,,,,,,,,,,,,,,,,,,1,,,COOPER,PLZ,,,,,,CAMDEN,NJ,08103,,,,,,,,,,,,1,,,Cooper,Plz,,,,Camden,NJ,08103,,,,1461,,,,,,,CAMDEN,28998.32,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,730909,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310015,MORRISTOWN MEMORIAL HOSPITAL,100 MADISON AVE,MORRISTOWN,NJ,7962,NJ - Morristown,15,25159.86,5236.73,4486.33,531,USCGeocoder,93.7596,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,99.4674556213018,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.7890372,-74.4651345,Relaxed,TwoThousandTen,48300,5602,35084,48090,0,35620,2015,2,0436.00,027,34,1,ResidenceStreetAddress,100,,,MADISON,AVE,,,,,,MORRISTOWN,NJ,07962,,,,,,,,,,,,,,,,,,100,,,MADISON,AVE,,,,,,MORRISTOWN,NJ,07962,,,,,,,,,,,,100,,,MADISON,AVE,,,,MORRISTOWN,NJ,07960,,,,,,,,,,,Morris,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,352480,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310016,CHRIST HOSPITAL,176 PALISADE AVE,JERSEY CITY,NJ,7306,NJ - Newark,30,26341.8,5637.5,4739.36,532,USCGeocoder,46.8659,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,7633.32543617487,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,40.7341710233123,-74.0497745225797,Exact,TwoThousandTen,36000,5602,35644,36000,0,35620,1006,1,0014.00,017,34,1,ResidenceStreetAddress,176,,,PALISADE,AVE,,,,,,JERSEY CITY,NJ,07306,,,,,,,,,,,,,,,,,,176,,,PALISADE,AVE,,,,,,JERSEY CITY,NJ,07306,,,,,,,,,,,,176,,,PALISADE,AVE,,,,Jersey City,NJ,07306,,,,1121,,,,,,,HUDSON,7633.33,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,1303711,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,703 MAIN ST,PATERSON,NJ,7503,NJ - Paterson,31,37634,6101.61,5409.87,533,USCGeocoder,124.9882,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3612.71008354286,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.902659399567,-74.1668352985766,Exact,TwoThousandTen,57000,5602,35644,57000,0,35620,1000,1,1829.00,031,34,1,ResidenceStreetAddress,703,,,MAIN,ST,,,,,,PATERSON,NJ,07503,,,,,,,,,,,,,,,,,,703,,,MAIN,ST,,,,,,PATERSON,NJ,07503,,,,,,,,,,,,701-743,,,Main,St,,,,Paterson,NJ,07503,,,,,,,,,,Paterson,Passaic,3612.71,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,65265208,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310021,ST FRANCIS MEDICAL CENTER,601 HAMILTON AVE,TRENTON,NJ,8629,PA - Philadelphia,25,47701.12,5809.4,5271.16,534,USCGeocoder,78.1217,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,26804.3986255229,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,40.2163852726007,-74.7414284947437,Exact,TwoThousandTen,74000,5602,,74000,0,45940,3003,3,0006.00,021,34,1,ResidenceStreetAddress,601,,,HAMILTON,AVE,,,,,,TRENTON,NJ,08629,,,,,,,,,,,,,,,,,,601,,,HAMILTON,AVE,,,,,,TRENTON,NJ,08629,,,,,,,,,,,,601,,,HAMILTON,AVE,,,,Trenton,NJ,08629,,,,1915,,,,,,,MERCER,26804.4,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,1513688,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,19,30323.52,4526.31,3196.73,535,USCGeocoder,78.1168,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,35923175.7507637,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,39.7651129160472,-74.9326000066975,Relaxed;Soundex,TwoThousandTen,,5602,15804,81740,0,37980,1023,1,6091.03,007,34,4,ResidenceZIP,,,,WHITEHORSE PIKE AND TOWNSEND,AVE,,,,,,BERLIN,NJ,08009,,,,,,,,,,,,,,,,,,,,,WHITEHORSE PIKE AND TOWNSEND,AVE,,,,,,BERLIN,NJ,08009,,,,,,,,,,,,,,,,,,,,,NJ,08009,,,,,,,,,,,,35923175.75,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,08009,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,1505 W SHERMAN AVE,VINELAND,NJ,8360,NJ - Camden,16,34825.75,4579.12,4015.12,536,USCGeocoder,78.1386,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.4473357,-75.0572603,Exact,TwoThousandTen,76070,6162,,76070,0,47220,3012,3,0410.00,011,34,1,ResidenceStreetAddress,1505,,W,SHERMAN,AVE,,,,,,VINELAND,NJ,08360,,,,,,,,,,,,,,,,,,1505,,W,SHERMAN,AVE,,,,,,VINELAND,NJ,08360,,,,,,,,,,,,1505,,W,SHERMAN,AVE,,,,VINELAND,NJ,08360,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1344685,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310034,RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,RED BANK,NJ,7701,NJ - Camden,22,48898.68,3875.27,3012.18,537,USCGeocoder,78.1254,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2566.19992045756,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.3531523090874,-74.0648559101804,Exact,TwoThousandTen,62430,5602,20764,62430,0,35620,1005,1,8036.00,025,34,1,ResidenceStreetAddress,1,,,RIVERVIEW,PLZ,,,,,,RED BANK,NJ,07701,,,,,,,,,,,,,,,,,,1,,,RIVERVIEW,PLZ,,,,,,RED BANK,NJ,07701,,,,,,,,,,,,1-55,,,Riverview,Plz,,,,Red Bank,NJ,07701,,,,,,,,,,Red Bank,Monmouth,2566.2,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,90534025,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PL,NEW BRUNSWICK,NJ,8901,NJ - New Brunswick,24,74937.75,6233.2,5279.41,538,USCGeocoder,109.3509,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3440.43395485007,LinearInterpolationAddressRange,StreetSegment,78.4197702749739,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.4866968963088,-74.4013929987346,Relaxed;Soundex,TwoThousandTen,51210,5602,20764,51210,0,35620,1008,1,0060.01,023,34,1,ResidenceStreetAddress,1,,,ROBERT WOOD JOHNSON,PL,,,,,,NEW BRUNSWICK,NJ,08901,,,,,,,,,,,,,,,,,,1,,,ROBERT WOOD JOHNSON,PL,,,,,,NEW BRUNSWICK,NJ,08901,,,,,,,,,,,,1-13,,,Roberts,Rd,,,,New Brunswick,NJ,08901,,,,,,,,,,New Brunswick,Middlesex,3440.43,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,60328748,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310039,RARITAN BAY MEDICAL CENTER,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,8861,NJ - New Brunswick,24,37853.08,5228.62,4216,539,USCGeocoder,93.735,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,16699247.7969105,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,40.52049903573,-74.2725697314333,Relaxed;Soundex,TwoThousandTen,58200,5602,20764,58200,0,35620,2003,2,0044.00,023,34,4,ResidenceZIP,530,,,NEW BRUNSWICK,AVE,,,,,,PERTH AMBOY,NJ,08861,,,,,,,,,,,,,,,,,,530,,,NEW BRUNSWICK,AVE,,,,,,PERTH AMBOY,NJ,08861,,,,,,,,,,,,,,,,,,,,,NJ,08861,,,,,,,,,,,,16699247.8,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,08861,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,TOMS RIVER,NJ,8755,NJ - Camden,19,37933.84,4167.94,2893.84,540,USCGeocoder,31.241,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,149700.315432325,ArealInterpolationGeometricCentroid,Parcel,76.6568047337278,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,39.9614386153085,-74.2132813042978,Relaxed;Soundex,TwoThousandTen,73110,5602,20764,73125,0,35620,1010,1,7230.00,029,34,1,ResidenceStreetAddress,99,,,RT 37,,W,,,,,TOMS RIVER,NJ,08755,,,,,,,,,,,,,,,,,RT,99,,,37,,W,,,,,TOMS RIVER,NJ,08755,,,,,,,,,,,,99,,,ROUTE 37,,,,,Pine Lake Park,NJ,08755,,,,6423,,,,,,,OCEAN COUNTY,149700.32,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,2075918,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310048,SOMERSET MEDICAL CENTER,110 REHILL AVE,SOMERVILLE,NJ,8876,NJ - New Brunswick,21,69298.47,4666.28,3929.76,541,USCGeocoder,15.6241,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,57440.1958748664,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,40.5681907072624,-74.5949191037452,Exact,TwoThousandTen,68460,5602,20764,68460,0,35620,2008,2,0503.00,035,34,1,ResidenceStreetAddress,110,,,REHILL,AVE,,,,,,SOMERVILLE,NJ,08876,,,,,,,,,,,,,,,,,,110,,,REHILL,AVE,,,,,,SOMERVILLE,NJ,08876,,,,,,,,,,,,110,,,Rehill,Ave,,,,Somerville,NJ,08876,,,,2519,,,,,,,Somerset,57440.2,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,2710809,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310050,SAINT CLARE'S HOSPITAL,25 POCONO ROAD,DENVILLE,NJ,7834,NJ - Morristown,63,21839.28,4302.55,3432.26,542,USCGeocoder,93.7529,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.8954211,-74.4653406,Exact,TwoThousandTen,,5602,35084,17650,0,35620,2016,2,0413.00,027,34,1,ResidenceStreetAddress,25,,,POCONO,RD,,,,,,DENVILLE,NJ,07834,,,,,,,,,,,,,,,,,,25,,,POCONO,RD,,,,,,DENVILLE,NJ,07834,,,,,,,,,,,,25,,,POCONO,RD,,,,DENVILLE,NJ,07834,,,,,,,,,,,Morris,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,479614,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310051,OVERLOOK HOSPITAL,99 BEAUVIOR AVE,SUMMIT,NJ,7902,NJ - Morristown,14,27846.92,4884.71,3860,543,USCGeocoder,78.1204,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6785.15649270709,LinearInterpolationAddressRange,StreetSegment,89.3491124260355,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.712315602417,-74.3543286248611,Relaxed;Soundex,TwoThousandTen,71430,5602,35084,71430,0,35620,4006,4,0380.00,039,34,1,ResidenceStreetAddress,99,,,BEAUVIOR,AVE,,,,,,SUMMIT,NJ,07902,,,,,,,,,,,,,,,,,,99,,,BEAUVIOR,AVE,,,,,,SUMMIT,NJ,07902,,,,,,,,,,,,1-99,,,Beauvoir,Ave,,,,Summit,NJ,07901,,,,,,,,,,Summit,Union,6785.16,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,60565381,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310052,OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,BRICK,NJ,8724,NJ - Camden,12,45401.25,3952.16,3205.5,544,USCGeocoder,15.654,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,93858.5159281492,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,40.0769894237845,-74.1321153900127,Relaxed,TwoThousandTen,,5602,20764,07420,0,35620,3012,3,7134.01,029,34,1,ResidenceStreetAddress,425,,,JACK MARTIN,BLVD,,,,,,BRICK,NJ,08724,,,,,,,,,,,,,,,,,,425,,,JACK MARTIN,BLVD,,,,,,BRICK,NJ,08724,,,,,,,,,,,,425,,,JACK MARTIN,BLVD,,,,Allenwood,NJ,08724,,,,7732,,,,,,,OCEAN COUNTY,93858.52,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,2197912,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310054,MOUNTAINSIDE HOSPITAL,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,11,45520.81,6125.63,4893.63,545,USCGeocoder,78.1978,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,9794682.48798463,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,40.8137428518688,-74.217778522774,Relaxed;Soundex,TwoThousandTen,,5602,35084,47500,0,35620,2003,2,0168.00,013,34,4,ResidenceZIP,,,,BAY AND HIGHLAND,AVE,,,,,,MONTCLAIR,NJ,07042,,,,,,,,,,,,,,,,,,,,,BAY AND HIGHLAND,AVE,,,,,,MONTCLAIR,NJ,07042,,,,,,,,,,,,,,,,,,,,,NJ,07042,,,,,,,,,,,,9794682.49,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,07042,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,MOUNT HOLLY,NJ,8060,NJ - Camden,11,34942.09,4080.09,3214.09,546,USCGeocoder,62.4548,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.9860042,-74.7955185,Exact,TwoThousandTen,,5602,15804,48900,0,37980,1020,1,7046.00,005,34,1,ResidenceStreetAddress,175,,,MADISON,AVE,,,,,,MOUNT HOLLY,NJ,08060,,,,,,,,,,,,,,,,,,175,,,MADISON,AVE,,,,,,MOUNT HOLLY,NJ,08060,,,,,,,,,,,,175,,,MADISON,AVE,,,,MOUNT HOLLY,NJ,08060,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,976567,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310058,BERGEN REGIONAL MEDICAL CENTER,230 EAST RIDGEWOOD AVE,PARAMUS,NJ,7652,NJ - Hackensack,156,15954.54,6332.67,5379.05,547,USCGeocoder,140.6126,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3299.43806440802,LinearInterpolationAddressRange,StreetSegment,97.9289940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.9588799472581,-74.0635494348529,Relaxed,TwoThousandTen,55950,5602,35644,55950,0,35620,2006,2,0423.02,003,34,1,ResidenceStreetAddress,230,,E,RIDGEWOOD,AVE,,,,,,PARAMUS,NJ,07652,,,,,,,,,,,,,,,,,,230,,E,RIDGEWOOD,AVE,,,,,,PARAMUS,NJ,07652,,,,,,,,,,,,248-230,,,Ridgewood,Ave,,,,Paramus,NJ,07652,,,,,,,,,,Paramus,Bergen,3299.44,Meters,,SOURCE_CENSUS_TIGERLINES_2015,2015,,,tlid,64427203,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,1925 PACIFIC AVE,ATLANTIC CITY,NJ,8401,NJ - Camden,99,30777.15,4674.69,3687.62,548,USCGeocoder,78.1504,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2764.89398512978,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.3580039482413,-74.4336513934679,Exact,TwoThousandTen,02080,6162,,02080,0,12100,2042,2,0024.00,001,34,1,ResidenceStreetAddress,1925,,,PACIFIC,AVE,,,,,,ATLANTIC CITY,NJ,08401,,,,,,,,,,,,,,,,,,1925,,,PACIFIC,AVE,,,,,,ATLANTIC CITY,NJ,08401,,,,,,,,,,,,1901-1999,,,Pacific,Ave,,,,Atlantic City,NJ,08401,,,,,,,,,,Atlantic City,Atlantic,2764.89,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,202490806,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NEPTUNE,NJ,7754,NJ - Camden,35,45972.85,4939.74,3842.31,549,USCGeocoder,124.999,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5709.4344592744,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.2079178137129,-74.0382695966211,Relaxed,TwoThousandTen,,5602,20764,49890,0,35620,3003,3,8077.00,025,34,1,ResidenceStreetAddress,1945,,,33,,,,,,,NEPTUNE,NJ,07754,,,,,,,,,,,,RT,,,,,RT,1945,,,33,,,,,,,NEPTUNE,NJ,07754,,,,,,,,,,,,1945-1971,,,33,,,,,Neptune,NJ,07753,,,,,,,,,,Neptune,Monmouth,5709.43,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,601040549,,,State Rte,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310074,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS,355 GRAND STREET,JERSEY CITY,NJ,7302,NJ - Newark,35,29992.6,6666.05,5796.45,550,USCGeocoder,31.2507,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,41790.057064712,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,40.7159193958059,-74.0509430225678,Exact,TwoThousandTen,36000,5602,35644,36000,0,35620,1012,1,0073.00,017,34,1,ResidenceStreetAddress,355,,,GRAND,ST,,,,,,JERSEY CITY,NJ,07302,,,,,,,,,,,,,,,,,,355,,,GRAND,ST,,,,,,JERSEY CITY,NJ,07302,,,,,,,,,,,,355,,,GRAND,ST,,,,Jersey City,NJ,07302,,,,4321,,,,,,,HUDSON,41790.06,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,1313800,,,,,,0
