DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-05_kojoball41_469,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260001,ST JOHN'S REGIONAL MEDICAL CENTER,2817 ST JOHNS BLVD,JOPLIN,MO,64801,MO - Joplin,13,112424.38,21301.07,20181.38,490,USCGeocoder,93.7466,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3375.94019911808,LinearInterpolationAddressRange,StreetSegment,78.1065088757396,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.1139544962499,-94.4928572109682,Relaxed;Soundex,TwoThousandTen,37592,3710,,37610,0,27900,1034,1,0102.00,097,29,1,ResidenceStreetAddress,2817,,,SAINT JOHNS,BLVD,,,,,,JOPLIN,MO,64801,,,,,,,,,,,,,,,,,,2817,,,SAINT JOHNS,BLVD,,,,,,JOPLIN,MO,64801,,,,,,,,,,,,2701-2899,,,Saint Charles,Ave,,,,Joplin,MO,64801,,,,,,,,,,Joplin,Jasper,3375.94,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,66158364,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260006,HEARTLAND REGIONAL MEDICAL CENTER,5325 FARAON STREET,SAINT JOSEPH,MO,64506,MO - Kansas City,30,55459.1,24680.13,22452.3,491,USCGeocoder,62.5012,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.7722952,-94.7705663,Relaxed,TwoThousandTen,64550,7000,,77236,0,41140,1052,1,0007.01,021,29,1,ResidenceStreetAddress,5325,,,FARAON,ST,,,,,,SAINT JOSEPH,MO,64506,,,,,,,,,,,,,,,,,,5325,,,FARAON,ST,,,,,,SAINT JOSEPH,MO,64506,,,,,,,,,,,,5325,,,FARAON,ST,,,,ST JOSEPH,MO,64506,,,,,,,,,,,Buchanan,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,99530,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260020,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141,MO - St. Louis,20,63977.8,20015.8,19284.8,492,USCGeocoder,343.7096,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,95.8579881656805,FeatureClassBased,ReturnAll,,AddressPoint,,,2,38.6669926,-90.4438874,Relaxed,TwoThousandTen,17272,7040,,17290,0,41180,3012,3,2152.01,189,29,1,ResidenceStreetAddress,615,,,NEW BALLAS,RD,,,,,,SAINT LOUIS,MO,63141,,,,,,,,,,,,,,,,,,615,,,NEW BALLAS,RD,,,,,,SAINT LOUIS,MO,63141,,,,,,,,,,,,615,,N,NEW BALLAS,RD,,,,SAINT LOUIS,MO,63141,,,,,,,,,,,St Louis,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1951089,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260023,JEFFERSON REGIONAL MEDICAL CENTER,HWY 61 SOUTH,CRYSTAL CITY,MO,63019,MO - St. Louis,18,42944,17034.94,16283.83,493,USCGeocoder,46.8682,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,9605364.47573261,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,38.2286948720651,-90.3768363956811,Relaxed;Soundex,TwoThousandTen,17632,7040,,62179,0,41180,1002,1,7007.00,099,29,4,ResidenceZIP,,,,61,,S,,,,,CRYSTAL CITY,MO,63019,,,,,,,,,,,,HWY,,,,,HWY,,,,61,,S,,,,,CRYSTAL CITY,MO,63019,,,,,,,,,,,,,,,,,,,,,MO,63019,,,,,,,,,,,,9605364.48,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,63019,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260032,BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,MO,63110,MO - St. Louis,21,58350.85,22678.47,21666.47,494,USCGeocoder,93.7129,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,74.3786982248521,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.6152886,-90.3398529,Relaxed;Soundex,TwoThousandTen,08236,7040,,14590,0,41180,2052,2,2173.00,189,29,1,ResidenceStreetAddress,1,,,BARNES JEWISH HOSPITAL,PLZ,,,,,,SAINT LOUIS,MO,63110,,,,,,,,,,,,,,,,,,1,,,BARNES JEWISH HOSPITAL,PLZ,,,,,,SAINT LOUIS,MO,63110,,,,,,,,,,,,1,,,BARNSTABLE,CT,,,,SAINT LOUIS,MO,63144,,,,,,,,,,,St Louis,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1642986,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260040,COX MEDICAL CENTER,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,MO - Springfield,23,58841.47,19688.91,18760.73,495,USCGeocoder,62.4717,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.1457725,-93.2791288,Exact,TwoThousandTen,70000,7920,,70009,0,44180,1034,1,0028.00,077,29,1,ResidenceStreetAddress,3801,,S,NATIONAL,AVE,,,,,,SPRINGFIELD,MO,65807,,,,,,,,,,,,,,,,,,3801,,S,NATIONAL,AVE,,,,,,SPRINGFIELD,MO,65807,,,,,,,,,,,,3801,,S,NATIONAL,AVE,,,,SPRINGFIELD,MO,65807,,,,,,,,,,,Greene,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,827273,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260065,ST JOHN'S REGIONAL HEALTH CENTER,1235 E CHEROKEE,SPRINGFIELD,MO,65804,MO - Springfield,27,88436.18,22471.11,19556.51,496,USCGeocoder,62.4849,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.0828402366864,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.1792772,-93.2752934,Relaxed,TwoThousandTen,70000,7920,,70009,0,44180,3000,3,0011.00,077,29,1,ResidenceStreetAddress,1235,,E,CHEROKEE,,,,,,,SPRINGFIELD,MO,65804,,,,,,,,,,,,,,,,,,1235,,E,CHEROKEE,,,,,,,SPRINGFIELD,MO,65804,,,,,,,,,,,,1235,,E,CHEROKEE,ST,,,,SPRINGFIELD,MO,65804,,,,,,,,,,,Greene,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,848304,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,MO - Columbia,29,40612,15146.27,14175.93,497,USCGeocoder,140.6258,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,38.949776,-92.3158068,Exact,TwoThousandTen,,1740,,15688,0,17860,3008,3,0003.00,019,29,1,ResidenceStreetAddress,1600,,E,BROADWAY,,,,,,,COLUMBIA,MO,65201,,,,,,,,,,,,,,,,,,1600,,E,BROADWAY,,,,,,,COLUMBIA,MO,65201,,,,,,,,,,,,1600,,E,BROADWAY,,,,,COLUMBIA,MO,65201,,,,,,,,,,,Boone,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,84981,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260077,ST ANTHONY'S MEDICAL CENTER,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,MO - St. Louis,49,44112.77,16450.65,15190.04,498,USCGeocoder,78.1264,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5066232,-90.3821336,Exact,TwoThousandTen,65954,7040,,72794,0,41180,3044,3,2212.02,189,29,1,ResidenceStreetAddress,10010,,,KENNERLY,RD,,,,,,SAINT LOUIS,MO,63128,,,,,,,,,,,,,,,,,,10010,,,KENNERLY,RD,,,,,,SAINT LOUIS,MO,63128,,,,,,,,,,,,10010,,,KENNERLY,RD,,,,SAINT LOUIS,MO,63128,,,,,,,,,,,St Louis,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1704444,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260081,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,MO,63026,MO - St. Louis,21,46844.04,16629.23,13854.47,499,USCGeocoder,62.478,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.0828402366864,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5257362,-90.4740944,Relaxed,TwoThousandTen,,1740,,47450,0,41180,1088,1,2214.22,189,29,1,ResidenceStreetAddress,1015,,,BOWLES,,,,,,,FENTON,MO,63026,,,,,,,,,,,,,,,,,,1015,,,BOWLES,,,,,,,FENTON,MO,63026,,,,,,,,,,,,1015,,,BOWLES,AVE,,,,FENTON,MO,63026,,,,,,,,,,,St Louis,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1797103,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,MO - Kansas City,11,70810.9,18250.45,17638.81,500,USCGeocoder,187.5004,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.9356689,-94.6037674,Exact,TwoThousandTen,38000,3760,,38054,0,28140,1001,1,0101.05,095,29,1,ResidenceStreetAddress,1000,,,CARONDELET,DR,,,,,,KANSAS CITY,MO,64114,,,,,,,,,,,,,,,,,,1000,,,CARONDELET,DR,,,,,,KANSAS CITY,MO,64114,,,,,,,,,,,,1000,,,CARONDELET,DR,,,,KANSAS CITY,MO,64114,,,,,,,,,,,Jackson,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1024143,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260091,SSM ST MARYS HEALTH CENTER,6420 CLAYTON RD,RICHMOND HEIGHT,MO,63117,MO - St. Louis,16,53229.18,23904.25,23061.25,501,USCGeocoder,125.0221,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.6332784,-90.3111389,Relaxed,TwoThousandTen,61706,7040,,29818,0,41180,2001,2,2168.00,189,29,1,ResidenceStreetAddress,6420,,,CLAYTON,RD,,,,,,RICHMOND HEIGHT,MO,63117,,,,,,,,,,,,,,,,,,6420,,,CLAYTON,RD,,,,,,RICHMOND HEIGHT,MO,63117,,,,,,,,,,,,6420,,,CLAYTON,RD,,,,SAINT LOUIS,MO,63117,,,,,,,,,,,St Louis,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1975622,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260094,SKAGGS REGIONAL MEDICAL CENTER,PO BOX 650 BUS HWY 65 & SKAGGS RD,BRANSON,MO,65616,MO - Springfield,17,58381.58,17204.29,16083.58,502,USCGeocoder,46.8613,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,204435900.772766,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,36.669010031361,-93.248087645763,Relaxed;Soundex,TwoThousandTen,,1740,,07984,1,14700,2088,2,4802.01,213,29,4,ResidenceZIP,,,,BUSINESS,HWY RD,,UNIT,65 & SKAGGS,,,BRANSON,MO,65616,,,,,,,,,,,,,,,,,,,,,BUSINESS,HWY RD,,UNIT,65 & SKAGGS,,,BRANSON,MO,65616,,,,,,,,,,,,,,,,,,,,,MO,65616,,,,,,,,,,,,204435900.77,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,65616,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260095,CENTERPOINT MEDICAL CENTER OF INDEPENDENCE LLC,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,MO - Kansas City,11,88825.81,18494.45,17482.81,503,USCGeocoder,93.7337,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.6331360946746,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.0492907,-94.3487681,Relaxed,TwoThousandTen,35000,3760,,06490,0,28140,1020,1,0147.01,095,29,1,ResidenceStreetAddress,19600,,E,39TH,ST,,,,,,INDEPENDENCE,MO,64057,,,,,,,,,,,,,,,,,,19600,,E,39TH,ST,,,,,,INDEPENDENCE,MO,64057,,,,,,,,,,,,19600,,E,39TH,ST,S,,,INDEPENDENCE,MO,64057,,,,,,,,,,,Jackson,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1068657,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CI,MO,64116,MO - Kansas City,56,54078,17159.73,15803.89,504,USCGeocoder,93.7333,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8043.04787429153,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.1487257897287,-94.5500664614123,Relaxed,TwoThousandTen,38000,3760,,26290,0,28140,5012,5,0221.00,047,29,1,ResidenceStreetAddress,2800,,,CLAY EDWARDS,DR,,,,,,NORTH KANSAS CI,MO,64116,,,,,,,,,,,,,,,,,,2800,,,CLAY EDWARDS,DR,,,,,,NORTH KANSAS CI,MO,64116,,,,,,,,,,,,2998-2716,,,Clay Edwards,Dr,,,,North Kansas City,MO,64116,,,,,,,,,,Gallatin,Clay,8043.05,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,641525601,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260104,SSM DEPAUL HEALTH CENTER,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,MO - St. Louis,35,54410.2,19427.14,17884,505,USCGeocoder,31.25,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1263.01094827056,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.7509703510938,-90.4325454631698,Relaxed;Soundex,TwoThousandTen,08398,7040,,53360,0,41180,4026,4,2131.01,189,29,1,ResidenceStreetAddress,12303,,,DEPAUL,DR,,,,,,BRIDGETON,MO,63044,,,,,,,,,,,,,,,,,,12303,,,DEPAUL,DR,,,,,,BRIDGETON,MO,63044,,,,,,,,,,,,12303,,,DE PAUL,DR,,,,Wildwood,MO,63044,,,,2512,,,,,,,ST. LOUIS,1263.01,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,580494,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260108,MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,TOWN AND COUNTR,MO,63131,MO - St. Louis,37,44601.35,15894.18,15010.4,506,USCGeocoder,125.0071,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.6365487,-90.4462819,Relaxed,TwoThousandTen,73618,7040,,48989,0,41180,2003,2,2177.01,189,29,1,ResidenceStreetAddress,3015,,N,BALLAS,RD,,,,,,TOWN AND COUNTR,MO,63131,,,,,,,,,,,,,,,,,,3015,,N,BALLAS,RD,,,,,,TOWN AND COUNTR,MO,63131,,,,,,,,,,,,3015,,N,BALLAS,RD,,,,SAINT LOUIS,MO,63131,,,,,,,,,,,St Louis,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1947540,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,2620 N WESTWOOD BLVD,POPLAR BLUFF,MO,63901,MO - St. Louis,14,142054.35,23337.28,22614.07,507,USCGeocoder,78.1225,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4424.12336439028,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,36.7850989825082,-90.428837422214,Exact,TwoThousandTen,59096,,,59114,1,38740,2052,2,9503.00,023,29,1,ResidenceStreetAddress,2620,,N,WESTWOOD,BLVD,,,,,,POPLAR BLUFF,MO,63901,,,,,,,,,,,,,,,,,,2620,,N,WESTWOOD,BLVD,,,,,,POPLAR BLUFF,MO,63901,,,,,,,,,,,,2544-2658,,N,Westwood,Blvd,,,,Poplar Bluff,MO,63901,,,,,,,,,,Poplar Bluff,Butler,4424.12,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,47415739,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,MO - Joplin,24,67243.33,21141.62,17893.95,508,USCGeocoder,124.9954,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4685.7689762468,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.0545397199853,-94.5241998270839,Exact,TwoThousandTen,37592,3710,,67610,0,27900,1006,1,0205.02,145,29,1,ResidenceStreetAddress,1102,,W,32ND,ST,,,,,,JOPLIN,MO,64804,,,,,,,,,,,,,,,,,,1102,,W,32ND,ST,,,,,,JOPLIN,MO,64804,,,,,,,,,,,,900-1298,,W,32nd,St,,,,Joplin,MO,64804,,,,,,,,,,Shoal Creek,Newton,4685.77,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,640612892,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260141,UNIVERSITY OF MISSOURI HEALTH CARE,ONE HOSPITAL DRIVE ROOM CE121 DC03100,COLUMBIA,MO,65201,MO - Columbia,20,98511.75,27669.65,26825.45,509,USCGeocoder,156.276,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,38.9382778,-92.3283965,Exact,TwoThousandTen,,1740,,15688,0,17860,2000,2,0022.00,019,29,1,ResidenceStreetAddress,1,,,HOSPITAL,DR,,RM,CE121 DC03100,,,COLUMBIA,MO,65201,,,,,,,,,,,,,,,,,,1,,,HOSPITAL,DR,,RM,CE121 DC03100,,,COLUMBIA,MO,65201,,,,,,,,,,,,1,,,HOSPITAL,DR,,,,COLUMBIA,MO,65201,,,,,,,,,,,Boone,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,25810,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260176,DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,MO - St. Louis,17,103812.52,19502.47,18511.23,510,USCGeocoder,78.1197,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.5842089,-90.4515847,Exact,TwoThousandTen,19270,7040,,48989,0,41180,2007,2,2180.12,189,29,1,ResidenceStreetAddress,2345,,,DOUGHERTY FERRY,RD,,,,,,SAINT LOUIS,MO,63122,,,,,,,,,,,,,,,,,,2345,,,DOUGHERTY FERRY,RD,,,,,,SAINT LOUIS,MO,63122,,,,,,,,,,,,2345,,,DOUGHERTY FERRY,RD,,,,SAINT LOUIS,MO,63122,,,,,,,,,,,St Louis,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2096798,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,MO - Kansas City,18,73744.77,19931.38,18869.38,511,USCGeocoder,78.1357,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3478.20241530362,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.2763736372669,-94.4248182911285,Relaxed,TwoThousandTen,42032,3760,,42050,0,28140,2005,2,0214.01,047,29,1,ResidenceStreetAddress,2525,,,GLENN HENDREN,DR,,,,,,LIBERTY,MO,64069,,,,,,,,,,,,,,,,,,2525,,,GLENN HENDREN,DR,,,,,,LIBERTY,MO,64069,,,,,,,,,,,,2501-2745,,,Glenn Hendren,Dr,,,,Liberty,MO,64068,,,,,,,,,,Liberty,Clay,3478.2,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,89787606,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260179,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,MO,63017,MO - St. Louis,24,52103.16,18810.75,16903.91,512,USCGeocoder,93.7591,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.6512186,-90.5031031,Exact,TwoThousandTen,13600,7040,,46590,0,41180,4025,4,2152.02,189,29,1,ResidenceStreetAddress,232,,S,WOODS MILL,RD,,,,,,CHESTERFIELD,MO,63017,,,,,,,,,,,,,,,,,,232,,S,WOODS MILL,RD,,,,,,CHESTERFIELD,MO,63017,,,,,,,,,,,,232,,S,WOODS MILL,RD,,,,CHESTERFIELD,MO,63017,,,,,,,,,,,St Louis,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1971451,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,260183,ST FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,MO,63703,MO - Cape Girardeau,11,88773,25804.72,18827,513,USCGeocoder,93.736,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.303581,-89.5712524,Exact,TwoThousandTen,11242,,,11260,0,16020,3012,3,8813.00,031,29,1,ResidenceStreetAddress,211,,,SAINT FRANCIS,DR,,,,,,CAPE GIRARDEAU,MO,63703,,,,,,,,,,,,,,,,,,211,,,SAINT FRANCIS,DR,,,,,,CAPE GIRARDEAU,MO,63703,,,,,,,,,,,,211,,,SAINT FRANCIS,DR,,,,Cape Girardeau,MO,63703,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,128568,,,,,,0
