DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_kojoball41_419,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,21,22258.09,7896.09,5975.57,407,USCGeocoder,62.5412,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,28435121.9065925,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,42.6054906460998,-82.9415481613547,Relaxed;Soundex,TwoThousandTen,,0870,47644,16520,0,19820,2007,2,2425.00,099,26,4,ResidenceZIP,15855,,,NINETEEN MILE,RD,,,,,,CLINTON TOWNSHI,MI,48038,,,,,,,,,,,,,,,,,,15855,,,NINETEEN MILE,RD,,,,,,CLINTON TOWNSHI,MI,48038,,,,,,,,,,,,,,,,,,,,,MI,48038,,,,,,,,,,,,28435121.91,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,48038,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230070,COVENANT MEDICAL CENTER INC,1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,13,28560.46,7827.84,5976.07,408,USCGeocoder,78.1104,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,985.366100611165,LinearInterpolationAddressRange,StreetSegment,97.0414201183432,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,43.4270925464245,-83.9556339780362,Relaxed,TwoThousandTen,70520,6960,,70520,0,40980,1037,1,0018.00,145,26,1,ResidenceStreetAddress,1447,,N,HARRISON,,,,,,,SAGINAW,MI,48602,,,,,,,,,,,,,,,,,,1447,,N,HARRISON,,,,,,,SAGINAW,MI,48602,,,,,,,,,,,,1301-1447,,N,Harrison,St,,,,Saginaw,MI,48602,,,,,,,,,,Saginaw,Saginaw,985.37,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,80211020,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230092,ALLEGIANCE HEALTH,205 N EAST AVE,JACKSON,MI,49201,MI - Ann Arbor,18,32143.66,6987.72,5925.72,409,USCGeocoder,93.7374,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2727.23196762463,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,42.2514473575522,-84.3938819373879,Exact,TwoThousandTen,41420,3520,,41420,0,27100,5018,5,0004.00,075,26,1,ResidenceStreetAddress,205,,N,EAST,AVE,,,,,,JACKSON,MI,49201,,,,,,,,,,,,,,,,,,205,,N,EAST,AVE,,,,,,JACKSON,MI,49201,,,,,,,,,,,,201-299,,N,East,Ave,,,,Jackson,MI,49201,,,,,,,,,,Jackson,Jackson,2727.23,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,17617309,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,TRAVERSE CITY,MI,49684,MI - Traverse City,21,22235.33,8229.9,6470.47,410,USCGeocoder,78.0953,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1739.15046947944,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,44.7615480978294,-85.6414245150799,Exact,TwoThousandTen,80340,,,,1,45900,1002,1,5514.00,055,26,1,ResidenceStreetAddress,1105,,,SIXTH,ST,,,,,,TRAVERSE CITY,MI,49684,,,,,,,,,,,,,,,,,,1105,,,SIXTH,ST,,,,,,TRAVERSE CITY,MI,49684,,,,,,,,,,,,1101-1153,,,6th,St,,,,Traverse City,MI,49684,,,,,,,,,,Traverse City,Grand Traverse,1739.15,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,145536748,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230105,NORTHERN MICHIGAN REGIONAL HOSPITAL,416 CONNABLE AVE,PETOSKEY,MI,49770,MI - Petoskey,11,16167.63,7738,6714.72,411,USCGeocoder,78.1325,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.0828402366864,FeatureClassBased,ReturnAll,,AddressPoint,,,1,45.3732554,-84.9706904,Relaxed,TwoThousandTen,63820,,,63820,,,2050,2,9708.00,047,26,1,ResidenceStreetAddress,416,,,CONNABLE,AVE,,,,,,PETOSKEY,MI,49770,,,,,,,,,,,,,,,,,,416,,,CONNABLE,AVE,,,,,,PETOSKEY,MI,49770,,,,,,,,,,,,416,,,CONNABLE,,,,,PETOSKEY,MI,49770,,,,,,,,,,,Emmet,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,566719,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230117,BORGESS MEDICAL CENTER,1521 GULL ROAD,KALAMAZOO,MI,49048,MI - Kalamazoo,13,32345.38,8121.23,7083.69,412,USCGeocoder,78.1295,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1441.51771429903,LinearInterpolationAddressRange,StreetSegment,99.8994082840237,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,42.3054775908562,-85.5601454364384,Relaxed,TwoThousandTen,24500,3720,,42180,0,28020,1004,1,0055.02,077,26,1,ResidenceStreetAddress,1521,,,GULL,RD,,,,,,KALAMAZOO,MI,49048,,,,,,,,,,,,,,,,,,1521,,,GULL,RD,,,,,,KALAMAZOO,MI,49048,,,,,,,,,,,,1501-1527,,,Gull,Rd,,,,Eastwood,MI,49048,,,,,,,,,,Kalamazoo,Kalamazoo,1441.52,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,638727421,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,25,20420.84,8638.84,7125.08,413,USCGeocoder,109.3674,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,19104785.2964022,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,42.5192043887488,-83.1643628136869,Relaxed;Soundex,TwoThousandTen,70040,2162,47644,70040,0,19820,1011,1,1832.00,125,26,4,ResidenceZIP,3601,,W,THIRTEEN MILE,RD,,,,,,ROYAL OAK,MI,48073,,,,,,,,,,,,,,,,,,3601,,W,THIRTEEN MILE,RD,,,,,,ROYAL OAK,MI,48073,,,,,,,,,,,,,,,,,,,,,MI,48073,,,,,,,,,,,,19104785.3,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,48073,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,14,24772.35,8498.85,7616.28,414,USCGeocoder,140.6116,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,43.0142016,-83.732598,Exact,TwoThousandTen,29000,2162,,29000,0,22420,4008,4,0016.00,049,26,1,ResidenceStreetAddress,401,,S,BALLENGER,HWY,,,,,,FLINT,MI,48532,,,,,,,,,,,,,,,,,,401,,S,BALLENGER,HWY,,,,,,FLINT,MI,48532,,,,,,,,,,,,401,,S,BALLENGER,HWY,,,,FLINT,MI,48532,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,452362,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,22,18773.59,7286.77,6364.95,415,USCGeocoder,78.1243,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.0828402366864,FeatureClassBased,ReturnAll,,AddressPoint,,,1,42.2113844,-83.1455579,Relaxed,TwoThousandTen,88900,2162,19804,88900,0,19820,1003,1,5801.00,163,26,1,ResidenceStreetAddress,2333,,,BIDDLE,AVE,,,,,,WYANDOTTE,MI,48192,,,,,,,,,,,,,,,,,,2333,,,BIDDLE,AVE,,,,,,WYANDOTTE,MI,48192,,,,,,,,,,,,2333,,,BIDDLE,,,,,WYANDOTTE,MI,48192,,,,,,,,,,,Wayne,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,4058097,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,18,22781.94,7508.44,6453.55,416,USCGeocoder,124.9885,1,4.1,,,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,60,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,1,42.227952,-83.738851,Relaxed;Soundex,TwoThousandTen,,0870,,64560,0,11460,1000,1,4156.00,161,26,5,POBoxZIP,5301,,E,HURON RIVER,DR,,,,,,ANN ARBOR,MI,48106,,,,,,,,,,,,,,,,,,5301,,E,HURON RIVER,DR,,,,,,ANN ARBOR,MI,48106,,,,,,,,,,,,,,,,,,,,Ann Arbor,MI,48106,,,,,,,,,,,Washtenaw,0,Meters,,SOURCE_NAME_ZIPCODEDOWNLOAD_ZIPS2013,2013,,,ZIPCode,48106,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,12,25558.16,8966.16,7842.16,417,USCGeocoder,78.1283,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.0828402366864,FeatureClassBased,ReturnAll,,AddressPoint,,,1,42.4197691,-82.9145115,Relaxed,TwoThousandTen,22000,2162,19804,22000,0,19820,2000,2,5016.00,163,26,1,ResidenceStreetAddress,22101,,,MOROSS,RD,,,,,,DETROIT,MI,48236,,,,,,,,,,,,,,,,,,22101,,,MOROSS,RD,,,,,,DETROIT,MI,48236,,,,,,,,,,,,22101,,,MOROSS,,,,,DETROIT,MI,48236,,,,,,,,,,,Wayne,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,3643717,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,13,21421.3,8027,6375.15,418,USCGeocoder,78.1258,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4493.19085618778,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,42.7049761154107,-84.5576271653412,Exact,TwoThousandTen,46000,4040,,46000,0,29620,1000,1,0026.00,065,26,1,ResidenceStreetAddress,401,,W,GREENLAWN,AVE,,,,,,LANSING,MI,48910,,,,,,,,,,,,,,,,,,401,,W,GREENLAWN,AVE,,,,,,LANSING,MI,48910,,,,,,,,,,,,103-499,,W,Greenlawn,Ave,,,,Lansing,MI,48910,,,,,,,,,,Lansing,Ingham,4493.19,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,17499018,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,12,29415.41,7815.58,6874.91,419,USCGeocoder,93.7327,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,14910111.7942606,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,42.5140578791584,-83.0150266267662,Relaxed;Soundex,TwoThousandTen,84000,2162,47644,84000,0,19820,1019,1,2611.00,099,26,4,ResidenceZIP,11800,,E,TWELVE MILE,RD,,,,,,WARREN,MI,48093,,,,,,,,,,,,,,,,,,11800,,E,TWELVE MILE,RD,,,,,,WARREN,MI,48093,,,,,,,,,,,,,,,,,,,,,MI,48093,,,,,,,,,,,,14910111.79,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,48093,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,19,17837.89,6826.94,5825.89,420,USCGeocoder,62.5005,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5745.46300294565,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,42.9866789800496,-82.4279259577923,Exact,TwoThousandTen,65820,2162,47644,65820,0,19820,2010,2,6250.00,147,26,1,ResidenceStreetAddress,1221,,,PINE GROVE,AVE,,,,,,PORT HURON,MI,48060,,,,,,,,,,,,,,,,,,1221,,,PINE GROVE,AVE,,,,,,PORT HURON,MI,48060,,,,,,,,,,,,1201-1399,,,Pine Grove,Ave,,,,Port Huron,MI,48060,,,,,,,,,,Port Huron,St. Clair,5745.46,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,642516265,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,14,17866.85,7851.85,6807.57,421,USCGeocoder,93.7135,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,60,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,1,43.636969,-84.25606,Relaxed;Soundex,TwoThousandTen,53780,6960,,53780,1,33220,1000,1,2904.00,111,26,4,ResidenceZIP,4000,,,WELLNESS,DR,,,,,,MIDLAND,MI,48670,,,,,,,,,,,,,,,,,,4000,,,WELLNESS,DR,,,,,,MIDLAND,MI,48670,,,,,,,,,,,,,,,,,,,,Midland,MI,48670,,,,,,,,,,,Midland,0,Meters,,SOURCE_NAME_ZIPCODEDOWNLOAD_ZIPS2013,2013,,,ZIPCode,48670,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,13,30392.92,8676.07,7725.61,422,USCGeocoder,93.7354,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2826.55417159211,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,42.7336790522823,-84.5347832001075,Exact,TwoThousandTen,46000,4040,,46000,0,29620,3001,3,0065.00,065,26,1,ResidenceStreetAddress,1215,,E,MICHIGAN,AVE,,,,,,LANSING,MI,48912,,,,,,,,,,,,,,,,,,1215,,E,MICHIGAN,AVE,,,,,,LANSING,MI,48912,,,,,,,,,,,,1101-1215,,E,Michigan,Ave,,,,Lansing,MI,48912,,,,,,,,,,Lansing,Ingham,2826.55,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,17499613,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,36,24459.5,7338.83,5981.55,423,USCGeocoder,62.4965,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,42.6182457,-83.0937433,Exact,TwoThousandTen,80700,2162,47644,80700,0,19820,1000,1,1960.00,125,26,1,ResidenceStreetAddress,44201,,,DEQUINDRE,RD,,,,,,TROY,MI,48085,,,,,,,,,,,,,,,,,,44201,,,DEQUINDRE,RD,,,,,,TROY,MI,48085,,,,,,,,,,,,44201,,,DEQUINDRE,RD,,,,Troy,MI,48085,,,,,,,,,,,Oakland,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1908843,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,240001,NORTH MEMORIAL MEDICAL CENTER,3300 OAKDALE NORTH,ROBBINSDALE,MN,55422,MN - Minneapolis,19,28605.84,7696.26,6525.78,424,USCGeocoder,78.1083,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.0828402366864,FeatureClassBased,ReturnAll,,AddressPoint,,,1,45.0137995,-93.3216688,Relaxed,TwoThousandTen,54808,5120,,54808,0,33460,1003,1,0214.00,053,27,1,ResidenceStreetAddress,3300,,,OAKDALE,,N,,,,,ROBBINSDALE,MN,55422,,,,,,,,,,,,,,,,,,3300,,,OAKDALE,,N,,,,,ROBBINSDALE,MN,55422,,,,,,,,,,,,3300,,,OAKDALE,AVE,N,,,Robbinsdale,MN,55422,,,,,,,,,,,Hennepin,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1033338,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,407 E 3RD ST,DULUTH,MN,55805,MN - Duluth,22,20932.13,8118.09,6438.36,425,USCGeocoder,62.4865,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,46.7931599,-92.0964826,Exact,TwoThousandTen,17000,2240,,17000,0,20260,1014,1,0016.00,137,27,1,ResidenceStreetAddress,407,,E,3RD,ST,,,,,,DULUTH,MN,55805,,,,,,,,,,,,,,,,,,407,,E,3RD,ST,,,,,,DULUTH,MN,55805,,,,,,,,,,,,407,,E,3RD,ST,,,,Duluth,MN,55805,,,,,,,,,,,St. Louis,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1761408,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,240010,MAYO CLINIC - SAINT MARYS HOSPITAL,1216 SECOND STREET WEST,ROCHESTER,MN,55902,MN - Rochester,17,22814.17,8772.05,7910.17,426,USCGeocoder,93.8162,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.2248520710059,FeatureClassBased,ReturnAll,,AddressPoint,,,1,44.0212243,-92.4821444,Relaxed;Soundex,TwoThousandTen,54880,6820,,54880,0,40340,3000,3,0004.00,109,27,1,ResidenceStreetAddress,1216,,,SECOND,ST,W,,,,,ROCHESTER,MN,55902,,,,,,,,,,,,,,,,,,1216,,,SECOND,ST,W,,,,,ROCHESTER,MN,55902,,,,,,,,,,,,1216,,,2,ST,SW,,,ROCHESTER,MN,55902,,,,,,,,,,,OLMSTED,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1217917,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,240036,ST CLOUD HOSPITAL,1406 6TH AVE NORTH,SAINT CLOUD,MN,56303,MN - St. Cloud,19,26583.78,8934.68,8046.05,427,USCGeocoder,140.5993,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2486.04015140675,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,45.575363102791,-94.170324419086,Relaxed,TwoThousandTen,56896,6980,,,0,41060,1035,1,0009.01,145,27,1,ResidenceStreetAddress,1406,,,6TH,AVE,N,,,,,SAINT CLOUD,MN,56303,,,,,,,,,,,,,,,,,,1406,,,6TH,AVE,N,,,,,SAINT CLOUD,MN,56303,,,,,,,,,,,,1356-1452,,,6th,Ave,N,,,St. Cloud,MN,56303,,,,,,,,,,St. Cloud,Stearns,2486.04,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,107414202,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,240038,UNITED HOSPITAL,333 NORTH SMITH,SAINT PAUL,MN,55102,MN - St. Paul,18,26872.55,9041.61,6308.88,428,USCGeocoder,62.5751,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,93.4319526627219,FeatureClassBased,ReturnAll,,AddressPoint,,,1,44.9428926,-93.107534,Relaxed,TwoThousandTen,58000,5120,,58000,0,33460,1001,1,0359.00,123,27,1,ResidenceStreetAddress,333,,N,SMITH,,,,,,,SAINT PAUL,MN,55102,,,,,,,,,,,,,,,,,,333,,N,SMITH,,,,,,,SAINT PAUL,MN,55102,,,,,,,,,,,,333,,,SMITH,AVE,N,,,Saint Paul,MN,55102,,,,,,,,,,,Ramsey,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1353793,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,SAINT LOUIS PAR,MN,55426,MN - Minneapolis,12,20925.75,7377.41,6625.41,429,USCGeocoder,62.452,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,44.9299104,-93.3631854,Relaxed,TwoThousandTen,57220,5120,,57220,0,33460,1048,1,0230.00,053,27,1,ResidenceStreetAddress,6500,,,EXCELSIOR,BLVD,,,,,,SAINT LOUIS PAR,MN,55426,,,,,,,,,,,,,,,,,,6500,,,EXCELSIOR,BLVD,,,,,,SAINT LOUIS PAR,MN,55426,,,,,,,,,,,,6500,,,EXCELSIOR,BLVD,,,,Saint Louis Park,MN,55426,,,,,,,,,,,Hennepin,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,836770,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,240057,ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,55407,MN - Minneapolis,21,30815.23,8428.33,6447.09,430,USCGeocoder,156.262,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,99.3491124260355,FeatureClassBased,ReturnAll,,AddressPoint,,,1,44.9545824,-93.2613086,Relaxed,TwoThousandTen,43000,5120,,43000,0,33460,3006,3,1258.00,053,27,1,ResidenceStreetAddress,800,,E,28TH,ST,,,,,,MINNEAPOLIS,MN,55407,,,,,,,,,,,,,,,,,,800,,E,28TH,ST,,,,,,MINNEAPOLIS,MN,55407,,,,,,,,,,,,800,,,28TH,ST,E,,,Minneapolis,MN,55407,,,,,,,,,,,Hennepin,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,979819,,,,,,0
