DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100258,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,FL - Fort Lauderdale,31,90394.06,9720,8852.9
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100259,SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573,FL - Tampa,16,76928.18,9722.25,7470.31
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100260,ST LUCIE MEDICAL CENTER,1800 SE TIFFANY AVE,PORT SAINT LUCI,FL,34952,FL - Fort Lauderdale,15,95055.4,10304,9256
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100264,OAK HILL HOSPITAL,11375 CORTEZ BLVD,BROOKSVILLE,FL,34613,FL - Hudson,32,103562.59,8944.03,8099.03
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100265,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,FL - Clearwater,18,46591.61,9556.16,7520.33
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100268,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,BOCA RATON,FL,33428,FL - Fort Lauderdale,12,51408.08,10877.58,8410.08
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,NAPLES,FL,34119,FL - Fort Myers,22,62758.22,9361,8293.54
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,FL - Fort Lauderdale,16,64138.81,10238.43,9326.68
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100290,"VILLAGES REGIONAL HOSPITAL, THE",1451 EL CAMINO REAL,THE VILLAGES,FL,32159,FL - Orlando,43,46954.67,9046.81,8005.69
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100296,DOCTORS HOSPITAL INC,5000 UNIVERSITY DR,CORAL GABLES,FL,33146,FL - Miami,11,75057.72,11673.81,10647.63
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,GA - Atlanta,15,32836.33,11619.2,9646.26
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,ALBANY,GA,31703,GA - Albany,17,39653.52,14993.35,10156.41
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,GA - Savannah,22,35815.54,10310.27,9289.9
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,14,39783,12642.07,11595.5
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110028,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,15,38411.06,11473.73,8810.66
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,25,37664.48,10204.12,9128.92
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110031,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,GA - Atlanta,16,58113.87,10659,9745.25
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110035,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,21,41159.23,9862.42,8845.85
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110036,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,23,46902.39,12169.65,10058.86
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,11,36871.72,11066,7715.81
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,15,43731.46,9028,8133.06
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110069,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,GA - Macon,11,29729.72,9496.72,8323.81
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110074,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,27,48044.66,11121.29,9139.55
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,GA - Savannah,18,65786.16,12539.83,9270.61
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,17,31427,9236.47,8444.94
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,13,50359.3,10224.07,8194.15
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110087,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,32,33875.75,12574.34,9447.03
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,21,32503.42,10069.52,9106.85
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110107,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,18,36200.16,12596.38,9657.27
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,21,32649.66,11228.33,8238.47
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110129,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,12,31721.75,9212.66,8088.66
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110143,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,22,40906.9,11482.77,8978.27
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110168,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,30165,GA - Rome,17,39352.35,10141.47,7415.88
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110177,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,GA - Augusta,13,73320.76,12736.38,9403.23
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110192,EMORY EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,GA - Atlanta,13,78886.61,10630.92,9595.84
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110215,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,GA - Atlanta,22,43681.31,9814.86,7873.27
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,110229,"PIEDMONT NEWNAN HOSPITAL, INC",60 HOSPITAL ROAD,NEWNAN,GA,30263,GA - Atlanta,11,51779.09,10152.45,9240.81
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,130006,ST LUKES REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,ID - Boise,18,26544.16,10669.44,8819.16
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,ID - Boise,11,25156.9,10335.18,8591.36
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,IDAHO FALLS,ID,83404,ID - Idaho Falls,16,40820.37,12209.93,8319.37
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,130028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,ID,83201,UT - Salt Lake City,13,32619.53,13301.15,12263.61
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,130049,KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,WA - Spokane,21,23968.9,10545.23,9215.33
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140007,PROVENA ST JOSEPH MEDICAL CENTER,333 N MADISON,JOLIET,IL,60435,IL - Joliet,16,53206.93,10934.12,8814.5
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140010,EVANSTON HOSPITAL,2650 RIDGE AVE,EVANSTON,IL,60201,IL - Evanston,23,37353.47,11595.34,10665.78
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140015,BLESSING HOSPITAL,BROADWAY AT 11TH STREET,QUINCY,IL,62301,IL - Springfield,25,38126.8,10928.4,10049.28
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140029,COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,IL - Aurora,12,69694.83,11267.66,10235.33
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140030,SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,IL - Elgin,24,51481.25,11724.33,9427.54
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140034,ST MARYS HOSPITAL,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,MO - St. Louis,14,33717.5,9972.71,9175.57
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140049,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,60302,IL - Melrose Park,22,58691.36,14366.68,13344.86
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,14,39483.78,11470.07,10504.35
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140054,MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,IL - Melrose Park,14,52027,12498.42,11161.71
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140062,PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,60463,IL - Blue Island,48,52928.29,11587.37,8528.29
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140067,SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,61637,IL - Peoria,34,51651.26,13970.38,9894.67
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140084,VISTA MEDICAL CENTER EAST,1324 NORTH SHERIDAN ROAD,WAUKEGAN,IL,60085,WI - Milwaukee,11,72895.63,11685.9,10765.54
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140091,CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,IL - Urbana,11,51872.72,11757.9,10740.45
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140113,PROVENA COVENANT MEDICAL CENTER- URBANA,1400 WEST PARK AVENUE,URBANA,IL,61801,IL - Urbana,12,62344.83,10721.08,9966.41
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,16,64698.68,12491.31,11296.37
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050,IL - Elgin,16,30961.25,9839,8929.25
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,20,62058.8,11227.95,10278.55
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140118,METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,60406,IL - Blue Island,11,42433.45,11335.09,10417.63
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,11,73242.72,23211.27,15170.36
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140122,HINSDALE HOSPITAL,120 NORTH OAK ST,HINSDALE,IL,60521,IL - Hinsdale,19,39762.26,13528.47,8516.42
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140127,BROMENN HEALTHCARE,1304 FRANKLIN AVENUE,NORMAL,IL,61761,IL - Bloomington,11,38901.27,10258.09,9231.9
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,DECATUR,IL,62526,IL - Springfield,16,33674.43,9762.25,8848.5
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140148,MEMORIAL MEDICAL CENTER,701 N FIRST ST,SPRINGFIELD,IL,62781,IL - Springfield,40,35038.32,13219.95,8948.1
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62902,MO - St. Louis,12,37416.33,10185.25,9349.58
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3701 DOTY ROAD,WOODSTOCK,IL,60098,IL - Rockford,12,32007.33,11399.91,8419
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140179,LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,EVERGREEN PARK,IL,60805,IL - Blue Island,13,54387.61,10642.15,9689.23
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,11,63336.54,15026.27,14005.9
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,BELLEVILLE,IL,62226,MO - St. Louis,18,40587.05,9331.22,8267.44
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140186,RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,IL,60901,IL - Joliet,20,39780.15,12544.8,9457
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,IL - Melrose Park,26,61149,12228.34,8448.3
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140202,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,WI - Milwaukee,16,52730.5,10720.31,9802.56
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,IL - Blue Island,21,33296.95,13106.66,12410.47
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,IL - Peoria,15,46928.53,11239.66,10344.73
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140211,DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,GENEVA,IL,60134,IL - Melrose Park,13,53196.46,9856.46,8993.07
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,IL - Joliet,20,41526.7,10480.5,9468.1
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,IL - Evanston,35,45255.28,14197.91,11949.68
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140228,SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,ROCKFORD,IL,61104,IL - Rockford,11,53982.18,11842.54,9425.09
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,IL - Hinsdale,25,40795.88,9839.4,8896.2
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140233,SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,ROCKFORD,IL,61108,IL - Rockford,13,33968.07,9507.92,8557.46
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140242,CENTRAL DUPAGE HOSPITAL,25 NORTH WINFIELD ROAD,WINFIELD,IL,60190,IL - Melrose Park,30,56681.76,12039.63,8751.8
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140252,NORTHWEST COMMUNITY HOSPITAL,800 W CENTRAL ROAD,ARLINGTON HEIGH,IL,60005,IL - Evanston,44,42596.77,10323.45,8640.59
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140258,ALEXIAN BROTHERS MEDICAL CENTER,800 W BIESTERFIELD RD,ELK GROVE VILLA,IL,60007,IL - Melrose Park,26,52655.84,10632.53,8898.65
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140280,TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,IL,61201,IA - Davenport,13,26095.38,9614.07,7844.69
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,18,57358.5,17666.38,11458.77
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515,IL - Hinsdale,21,49635.42,14594.04,8091
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140290,ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60194,IL - Elgin,32,50475.59,10766.84,9144.71
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140291,ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,IL,60010,IL - Elgin,12,37909.58,12455.58,7444.66
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,IN - Gary,11,41726.09,11652.36,9923.81
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150007,HOWARD REGIONAL HEALTH SYSTEM,3500 S LAFOUNTAIN ST,KOKOMO,IN,46904,IN - Indianapolis,15,28774.93,9202,8300.66
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150009,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE,JEFFERSONVILLE,IN,47130,KY - Louisville,19,26012.94,9827.47,9000
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150017,LUTHERAN HOSPITAL OF INDIANA,7950 W JEFFERSON BLVD,FORT WAYNE,IN,46804,IN - Fort Wayne,19,47121.21,11209.78,8646.68
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,IN,46805,IN - Fort Wayne,29,35489.93,10859.68,8927.96
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150023,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN,47804,IN - Terre Haute,27,38999.4,10554.74,8793.37
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150026,IU HEALTH GOSHEN HOSPITAL,200 HIGH PARK AVE,GOSHEN,IN,46526,IN - South Bend,12,27866.41,10064.91,8105.66
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150033,FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE,1600 ALBANY ST,BEECH GROVE,IN,46107,IN - Indianapolis,11,32015.81,9522.81,8602.45
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,46342,IN - Gary,13,29130.53,10402.07,8538.15
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150035,PORTER VALPARAISO HOSPITAL,814 LAPORTE AVE,VALPARAISO,IN,46383,IN - Gary,12,52445.91,10131,9098.66
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150044,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,1850 STATE ST,NEW ALBANY,IN,47150,KY - Louisville,25,27253.16,9312.44,8094.8
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,BLOOMINGTON,IN,47403,IN - Indianapolis,15,36131.46,11532.73,9694.4
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46206,IN - Indianapolis,28,56344.42,17607.89,13050.6
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150082,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,IN,47747,IN - Evansville,25,35364.6,9141.84,8110.64
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150084,ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST,INDIANAPOLIS,IN,46260,IN - Indianapolis,32,51023.12,12772,9431.43
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,IN,47303,IN - Muncie,21,54751.19,11826.61,9725.14
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150100,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC,3700 WASHINGTON AVE,EVANSVILLE,IN,47750,IN - Evansville,16,34767.5,10630.56,7485
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321,IN - Munster,30,34767.33,10705.53,8250.7
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,IN - Gary,16,30434.75,11097.81,8471
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,IN,46123,IN - Indianapolis,13,43345.23,16721.3,7299.92
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150162,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,46237,IN - Indianapolis,12,31725.75,10451.5,9602.5
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,46256,IN - Indianapolis,18,33584.05,10390.22,8149.77
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,160028,ALEGENT HEALTH MERCY HOSPITAL,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51503,NE - Omaha,13,47851.46,10975.23,10194
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,160029,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,52245,IA - Iowa City,11,32198.45,9245.09,8324.72
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,IA - Des Moines,14,29085.78,9515,8789.57
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,160033,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,DAVENPORT,IA,52803,IA - Davenport,21,24867.66,9837.42,8211.71
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,160045,ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,52402,IA - Cedar Rapids,14,33128.85,10236.21,8268.92
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE,CEDAR RAPIDS,IA,52403,IA - Cedar Rapids,11,40134.9,9276.36,8253.18
