DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_kojoball41_418,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450604,HILL COUNTRY MEMORIAL HOSPITAL INC,1020 SOUTH STATE HIGHWAY 16,FREDERICKSBURG,TX,78624,TX - San Antonio,13,24318.92,9990,8860.46,854,USCGeocoder,281.2388,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,63.31360947,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.2624275,-98.8805357,Relaxed,TwoThousandTen,27348,,,91395,1,23240,1132,1,9505,171,48,1,ResidenceStreetAddress,1020,,S,16,,,,,,,FREDERICKSBURG,TX,78624,,,,,,,,,,,,HWY,,,,,HWY,1020,,S,16,,,,,,,FREDERICKSBURG,TX,78624,,,,,,,,,,,,1020,,S,16,,,,,,TX,,,,,,,,,,,,Gillespie,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,9042822,,,HWY,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER,HOUSTON,TX,77024,TX - Houston,15,42361.46,15478.86,7334.53,855,USCGeocoder,343.7159,1,4.1,,,0,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.08284024,FeatureClassBased,ReturnAll,,AddressPoint,,,2,29.7813644,-95.545519,Relaxed,TwoThousandTen,,40,,91835,0,26420,1008,1,4308,201,48,1,ResidenceStreetAddress,921,,,GESSNER,,,,,,,HOUSTON,TX,77024,,,,,,,,,,,,,,,,,,921,,,GESSNER,,,,,,,HOUSTON,TX,77024,,,,,,,,,,,,921,,,GESSNER,RD,,,,Houston,TX,77024,,,,,,,,,,,Harris,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,6879179,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450617,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD,WEBSTER,TX,77598,TX - Houston,19,71561.78,11177.94,8238.57,856,USCGeocoder,171.8739,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,29.5407909,-95.1278349,Exact,TwoThousandTen,76948,3362,,91835,0,26420,2011,2,3411,201,48,1,ResidenceStreetAddress,500,,,MEDICAL CENTER,BLVD,,,,,,WEBSTER,TX,77598,,,,,,,,,,,,,,,,,,500,,,MEDICAL CENTER,BLVD,,,,,,WEBSTER,TX,77598,,,,,,,,,,,,500,,,MEDICAL CENTER,BLVD,,,,WEBSTER,TX,77598,,,,,,,,,,,HARRIS,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,5021396,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450634,DENTON REGIONAL MEDICAL CENTER,3535 SOUTH I35 EAST,DENTON,TX,76210,TX - Dallas,14,82057.42,10293.28,8292,857,USCGeocoder,187.5304,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.1773627,-97.0908856,Relaxed,TwoThousandTen,19972,1922,19124,91010,0,19100,2026,2,212.01,121,48,1,ResidenceStreetAddress,3535,,S,I35,,E,,,,,DENTON,TX,76210,,,,,,,,,,,,,,,,,,3535,,S,I35,,E,,,,,DENTON,TX,76210,,,,,,,,,,,,3535,,S,I35,,E,,,denton,TX,,,,,,,,,,,,Denton,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,4275813,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450638,HOUSTON NORTHWEST MEDICAL CENTER,710 FM 1960 WEST,HOUSTON,TX,77090,TX - Houston,17,60845.82,11046.7,9990.7,858,USCGeocoder,328.1281,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.08284024,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.0207363,-95.4427402,Relaxed,TwoThousandTen,,40,,92845,0,26420,4009,4,5532,201,48,1,ResidenceStreetAddress,710,,,1960,,W,,,,,HOUSTON,TX,77090,,,,,,,,,,,,FM,,,,,FM,710,,,1960,,W,,,,,HOUSTON,TX,77090,,,,,,,,,,,,710,,,1960,RD,W,,,Houston,TX,77090,,,,,,,,,,,Harris,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,6801762,,,FM,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,BEDFORD,TX,76022,TX - Fort Worth,22,35183.18,9415.36,8237.95,859,USCGeocoder,187.5107,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.8346191,-97.1236517,Exact,TwoThousandTen,7132,1922,23104,92805,0,19100,1006,1,1135.12,439,48,1,ResidenceStreetAddress,1600,,,HOSPITAL,PKWY,,,,,,BEDFORD,TX,76022,,,,,,,,,,,,,,,,,,1600,,,HOSPITAL,PKWY,,,,,,BEDFORD,TX,76022,,,,,,,,,,,,1600,,,HOSPITAL,PKWY,,,,BEDFORD,TX,76022,,,,,,,,,,,tarrant-county,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,10046257,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450647,MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LANE,DALLAS,TX,75230,TX - Dallas,20,73157.2,10845,9132.45,860,USCGeocoder,156.2505,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroid,,,1,32.9118,-96.7734,Exact,TwoThousandTen,19000,1922,19124,92792,0,19100,2028,2,132,113,48,1,ResidenceStreetAddress,7777,,,FOREST,LN,,,,,,DALLAS,TX,75230,,,,,,,,,,,,,,,,,,7777,,,FOREST,LN,,,,,,DALLAS,TX,75230,,,,,,,,,,,,7777,,,FOREST,LN,,,,DALLAS,TX,75230,,,,,,,,,,,DALLAS COUNTY,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2016,,,ParcelID,352594,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450651,MEDICAL CENTER OF PLANO,3901 W 15TH ST,PLANO,TX,75075,TX - Dallas,15,85715.26,10563.73,8300.6,861,USCGeocoder,312.4679,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.021676,-96.7662059,Exact,TwoThousandTen,58016,1922,19124,93065,0,19100,1000,1,316.24,85,48,1,ResidenceStreetAddress,3901,,W,15TH,ST,,,,,,PLANO,TX,75075,,,,,,,,,,,,,,,,,,3901,,W,15TH,ST,,,,,,PLANO,TX,75075,,,,,,,,,,,,3901,,W,15TH,ST,,,,PLANO,TX,75075,,,,,,,,,,,Collin,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,8165113,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450668,SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR,EL PASO,TX,79902,TX - El Paso,14,82347.64,10261.64,9293.64,862,USCGeocoder,187.4886,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2995.178229,LinearInterpolationAddressRange,StreetSegment,94.08284024,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,31.77720894,-106.4797487,Relaxed,TwoThousandTen,24000,2320,,91215,0,21340,1018,1,22.01,141,48,1,ResidenceStreetAddress,1625,,,MEDICAL CENTER,DR,,,,,,EL PASO,TX,79902,,,,,,,,,,,,,,,,,,1625,,,MEDICAL CENTER,DR,,,,,,EL PASO,TX,79902,,,,,,,,,,,,1601-1699,,,Medical Center,St,,,,El Paso,TX,79902,,,,,,,,,,El Paso,El Paso,2995.18,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,189408790,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450670,TOMBALL REGIONAL MEDICAL CENTER,605 HOLDERRIETH,TOMBALL,TX,77375,TX - Houston,17,53436.11,10808.35,7997.88,863,USCGeocoder,187.4692,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.08284024,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.0869045,-95.6237268,Relaxed,TwoThousandTen,73316,3362,,92845,0,26420,2087,2,5554.02,201,48,1,ResidenceStreetAddress,605,,,HOLDERRIETH,,,,,,,TOMBALL,TX,77375,,,,,,,,,,,,,,,,,,605,,,HOLDERRIETH,,,,,,,TOMBALL,TX,77375,,,,,,,,,,,,605,,,HOLDERRIETH,BLVD,,,,TOMBALL,TX,77375,,,,,,,,,,,HARRIS,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,4986291,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450672,PLAZA MEDICAL CENTER OF FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,TX - Fort Worth,14,79995.28,10746,9787.14,864,USCGeocoder,234.3754,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.7335051,-97.3451017,Exact,TwoThousandTen,,40,23104,91380,0,19100,1013,1,1028,439,48,1,ResidenceStreetAddress,900,,,EIGHTH,AVE,,,,,,FORT WORTH,TX,76104,,,,,,,,,,,,,,,,,,900,,,EIGHTH,AVE,,,,,,FORT WORTH,TX,76104,,,,,,,,,,,,900,,,8TH,AVE,,,,FORT WORTH,TX,76104,,,,,,,,,,,tarrant-county,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,10076695,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450675,MEDICAL CENTER OF ARLINGTON,3301 MATLOCK ROAD,ARLINGTON,TX,76015,TX - Fort Worth,14,87459.85,11402.35,9481.07,865,USCGeocoder,187.4949,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.690167,-97.1140585,Exact,TwoThousandTen,4000,1922,23104,90135,0,19100,4000,4,1115.25,439,48,1,ResidenceStreetAddress,3301,,,MATLOCK,RD,,,,,,ARLINGTON,TX,76015,,,,,,,,,,,,,,,,,,3301,,,MATLOCK,RD,,,,,,ARLINGTON,TX,76015,,,,,,,,,,,,3301,,,MATLOCK,RD,,,,ARLINGTON,TX,76015,,,,,,,,,,,tarrant-county,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,10087786,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450677,HUGULEY HEALTH SYSTEM,11801 SOUTH FREEWAY,FORT WORTH,TX,76115,TX - Fort Worth,12,46917.83,9454.41,8561.25,866,USCGeocoder,281.2612,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.40236686,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.5886974,-97.3163547,Relaxed,TwoThousandTen,,40,23104,91380,0,19100,2021,2,1112.03,439,48,1,ResidenceStreetAddress,11801,,,SOUTH,FWY,,,,,,FORT WORTH,TX,76115,,,,,,,,,,,,,,,,,,11801,,,SOUTH,FWY,,,,,,FORT WORTH,TX,76115,,,,,,,,,,,,11801,,,SOUTH,FWY,,,,FORT WORTH,TX,76028,,,,,,,,,,,tarrant-county,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,10082151,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450686,UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK,TX,79415,TX - Lubbock,32,32843.75,13337.4,12495.4,867,USCGeocoder,484.3891,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.588149,-101.8993424,Relaxed,TwoThousandTen,45000,4600,,92315,0,31180,2019,2,5,303,48,1,ResidenceStreetAddress,602,,,INDIANA,AVE,,,,,,LUBBOCK,TX,79415,,,,,,,,,,,,,,,,,,602,,,INDIANA,AVE,,,,,,LUBBOCK,TX,79415,,,,,,,,,,,,602,,,INDIANA,AVE,,,,lubbock,TX,,,,,,,,,,,,Lubbock,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,7406639,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450711,RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE RD,MCALLEN,TX,78503,TX - McAllen,22,82672.81,12876.4,11931.77,868,USCGeocoder,203.1343,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.186287,-98.222486,Relaxed,TwoThousandTen,45384,4880,,92340,0,32580,1019,1,212.02,215,48,1,ResidenceStreetAddress,101,,E,RIDGE,RD,,,,,,MCALLEN,TX,78503,,,,,,,,,,,,,,,,,,101,,E,RIDGE,RD,,,,,,MCALLEN,TX,78503,,,,,,,,,,,,101,,E,RIDGE,RD,,,,MCALLEN,TX,,,,,,,,,,,,HIDALGO,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,5939064,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,AUSTIN,TX,78704,TX - Austin,21,49987.19,9930.14,8805.76,869,USCGeocoder,187.5013,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.93491124,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.2263833,-97.7744296,Relaxed,TwoThousandTen,,40,,90165,0,12420,1001,1,20.03,453,48,1,ResidenceStreetAddress,901,,W,BEN WHITE,BLVD,,,,,,AUSTIN,TX,78704,,,,,,,,,,,,,,,,,,901,,W,BEN WHITE,BLVD,,,,,,AUSTIN,TX,78704,,,,,,,,,,,,901,,W,BEN WHITE,BLVD,,,,AUSTIN,TX,78745,,,,,,,,,,,TRAVIS,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1213465,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450723,METHODIST CHARLTON MEDICAL CENTER,3500 W WHEATLAND ROAD,DALLAS,TX,75237,TX - Dallas,18,39253,12139.72,9492.05,870,USCGeocoder,203.1402,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.6451852,-96.8763502,Relaxed,TwoThousandTen,19000,1922,19124,93682,0,19100,2021,2,166.05,113,48,1,ResidenceStreetAddress,3500,,W,WHEATLAND,RD,,,,,,DALLAS,TX,75237,,,,,,,,,,,,,,,,,,3500,,W,WHEATLAND,RD,,,,,,DALLAS,TX,75237,,,,,,,,,,,,3500,,W,WHEATLAND,RD,,,,Dallas,TX,,,,,,,,,,,,Dallas,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,4042892,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,DENTON,TX,76201,TX - Dallas,20,51090.6,10342.2,9446.2,871,USCGeocoder,203.1402,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.2172451,-97.1671538,Exact,TwoThousandTen,19972,1922,19124,91010,0,19100,1004,1,207,121,48,1,ResidenceStreetAddress,3000,,N,35,,,,,,,DENTON,TX,76201,,,,,,,,,,,,I,,,,,I,3000,,N,35,,,,,,,DENTON,TX,76201,,,,,,,,,,,,3000,,N,35,,,,,DENTON,TX,76201,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2445435,,,I,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,75093,TX - Dallas,11,35235.45,10232.81,7901.9,872,USCGeocoder,203.0924,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.0439954,-96.8369994,Exact,TwoThousandTen,58016,1922,19124,93065,0,19100,2004,2,316.47,85,48,1,ResidenceStreetAddress,6200,,W,PARKER,RD,,,,,,PLANO,TX,75093,,,,,,,,,,,,,,,,,,6200,,W,PARKER,RD,,,,,,PLANO,TX,75093,,,,,,,,,,,,6200,,W,PARKER,RD,,,,PLANO,TX,75093,,,,,,,,,,,Collin,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,8272120,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450775,KINGWOOD MEDICAL CENTER,22999 US HWY 59,KINGWOOD,TX,77325,TX - Houston,14,77559.14,10806,9757.14,873,USCGeocoder,140.6066,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,96.56804734,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.0500801,-95.254977,Relaxed,TwoThousandTen,,40,,93655,0,26420,4042,4,6923,339,48,1,ResidenceStreetAddress,22999,,,59,,,,,,,KINGWOOD,TX,77325,,,,,,,,,,,,US,,,,,US,22999,,,59,,,,,,,KINGWOOD,TX,77325,,,,,,,,,,,,22999,,,59,,N,,,KINGWOOD,TX,77339,,,,,,,,,,,Montgomery,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,7638980,,,US,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,6100 HARRIS PKWY,FORT WORTH,TX,76132,TX - Fort Worth,17,44582,10074.76,7418.52,874,USCGeocoder,421.8608,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.658179,-97.4207773,Exact,TwoThousandTen,,40,23104,91380,0,19100,2032,2,1055.08,439,48,1,ResidenceStreetAddress,6100,,,HARRIS,PKWY,,,,,,FORT WORTH,TX,76132,,,,,,,,,,,,,,,,,,6100,,,HARRIS,PKWY,,,,,,FORT WORTH,TX,76132,,,,,,,,,,,,6100,,,HARRIS,PKWY,,,,FORT WORTH,TX,76132,,,,,,,,,,,tarrant-county,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,10044571,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450788,CORPUS CHRISTI MEDICAL CENTERTHE,7101 S PADRE ISLAND DR,CORPUS CHRISTI,TX,78412,TX - Corpus Christi,24,66060.79,10818.58,9833.41,875,USCGeocoder,203.1382,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,15844.85984,LinearInterpolationAddressRange,StreetSegment,73.45243514,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,27.83954274,-97.60011645,Relaxed;Soundex,TwoThousandTen,17000,1880,,90850,0,18580,3000,3,36.01,355,48,1,ResidenceStreetAddress,7101,,S,PADRE ISLAND,DR,,,,,,CORPUS CHRISTI,TX,78412,,,,,,,,,,,,,,,,,,7101,,S,PADRE ISLAND,DR,,,,,,CORPUS CHRISTI,TX,78412,,,,,,,,,,,,11399-3701,,,Piedra Creek,Dr,,,,Corpus Christi,TX,78410,,,,,,,,,,Corpus Christi,Nueces,15844.86,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,635378838,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR,TEXARKANA,TX,75504,AR - Texarkana,15,39511.86,9161.66,8184.86,876,USCGeocoder,218.7399,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8501.950027,LinearInterpolationAddressRange,StreetSegment,96.00591716,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.46204192,-94.07607546,Relaxed;Soundex,TwoThousandTen,72368,8360,,93875,0,45500,3013,3,109.01,37,48,1,ResidenceStreetAddress,2600,,,SAINT MICHAEL,DR,,,,,,TEXARKANA,TX,75504,,,,,,,,,,,,,,,,,,2600,,,SAINT MICHAEL,DR,,,,,,TEXARKANA,TX,75504,,,,,,,,,,,,2698-2500,,,St Michael,Dr,,,,Texarkana,TX,75503,,,,,,,,,,Texarkana,Bowie,8501.95,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,639131777,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450809,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,TX - Austin,15,69313.06,10087.93,8968.73,877,USCGeocoder,187.4761,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,99.34911243,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.4124899,-97.7068631,Relaxed,TwoThousandTen,,40,,90165,0,12420,1005,1,18.5,453,48,1,ResidenceStreetAddress,12221,,,MOPAC,EXPY,N,,,,,AUSTIN,TX,78758,,,,,,,,,,,,,,,,,,12221,,,MOPAC,EXPY,N,,,,,AUSTIN,TX,78758,,,,,,,,,,,,12221,,N,MOPAC,EXPY,,,,AUSTIN,TX,78758,,,,,,,,,,,TRAVIS,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1403360,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450820,METHODIST SUGAR LAND HOSPITAL,16655 SOUTHWEST FREEWAY,SUGAR LAND,TX,77479,TX - Houston,22,42233.27,9914.54,8942.72,878,USCGeocoder,171.876,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,29.5889643,-95.6311273,Relaxed,TwoThousandTen,70808,3362,,93780,0,26420,2016,2,6740,157,48,1,ResidenceStreetAddress,16655,,,SOUTHWEST,FWY,,,,,,SUGAR LAND,TX,77479,,,,,,,,,,,,,,,,,,16655,,,SOUTHWEST,FWY,,,,,,SUGAR LAND,TX,77479,,,,,,,,,,,,16655,,,SOUTHWEST,FWY,,,,sugar land,TX,,,,,,,,,,,,Fort Bend,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2884207,,,,,,0,,,,,,
